规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,px2vp,Class (UIContext),2404,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用px2vp接口的先后关系，执行步骤不够明确。,,> 1. 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用px2vp接口；否则无法返回准确结果。,> 1. getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2399行连续使用“调用”，无法快速区分getUIContext与px2vp。,已改写arkts-apis-uicontext-uicontext.md第2399行，明确初始化顺序及不满足条件的结果。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,vp2px,Class (UIContext),2346,,未确认,P2,句中连续使用“调用”，且“确保UIContext初始化完成后调用此接口”未清晰区分调用getUIContext和调用vp2px接口的先后关系，执行步骤不够明确。,,> 1. 请在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)执行完成后调用getUIContext，确保UIContext已初始化，再调用vp2px接口；否则无法返回准确结果。,> 1. getUIContext需在windowStage.[loadContent](./arkts-apis-window-WindowStage.md#loadcontent9)之后调用，确保UIContext初始化完成后调用此接口，否则无法返回准确结果。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,arkts-apis-uicontext-uicontext.md修改前第2341行连续使用“调用”，执行主体和先后关系不够明确。,已改写arkts-apis-uicontext-uicontext.md第2341行，明确loadContent完成后调用getUIContext。
0.30.1.3,检测 Markdown 文件中常识性错误检查,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,resolveUIContext,Class (UIContext),380,,未确认,P2,模板字符串在`${resolvedUIContext.strategy}`插值表达式之后多写了一个右花括号，导致实际日志中的strategy值末尾附带无意义的“}”，与示例 intended 展示的解析策略内容不一致。,,"hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}`);","hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}}`);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,arkts-apis-uicontext-uicontext.md第377行模板字符串中的strategy插值语法完整，插值后没有多余右花括号。,无需修改，保留文档第377行。
0.30.1.4,检测 Markdown 文件中代码注释和描述准确性问题、代码规范性检查。,arkts-apis-uicontext-uicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-uicontext.md,resolveUIContext,Class (UIContext),380,,未确认,P2,模板字符串中的`${resolvedUIContext.strategy}`之后多写了一个右花括号。该字符虽然不会导致编译失败，但会作为普通文本出现在最终日志中，使示例输出的strategy值后多出“}”。,,"hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}`);","hilog.info(0x00, 'testTag', `UIContext id: ${resolvedUIContext.getId()}, strategy: ${resolvedUIContext.strategy}}`);",https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/code-comments/SKILL.md,,,,,否,arkts-apis-uicontext-uicontext.md第377行不会在strategy值后输出额外“}”，扫描所引旧代码已不存在。,无需修改，保留文档第377行。
19.1.1.1,（1）格式正确，如英文单词间无多余的空格、不缺少空格（2）标题的字体、颜色、大小一致（3）行间距一致，段落间距一致（4）标点符号使用正确（如中文段落使用中文标点符号，英文段落使用英文，括号、引号成对出现）,arkts-apis-uicontext-resolveduicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-resolveduicontext.md,,Class (ResolvedUIContext),23,,未确认,P2,行首字段标签“系统能力”本身属于白名单，但豁免范围仅限标签本身，标签后的同行正文仍需检查。标签与“SystemCapability.ArkUI.ArkUI.Full”之间存在连续2个空格，违反中英文间距规范。,,**系统能力：** SystemCapability.ArkUI.ArkUI.Full,**系统能力：**  SystemCapability.ArkUI.ArkUI.Full,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/19_1_1_1.md,体验,内容规范性,样式显示规范,验证文档写作符合通用格式规范,是,arkts-apis-uicontext-resolveduicontext.md修改前系统能力字段（现第25行）在标签与SystemCapability之间有两个连续空格，与模板写法不一致。,已将文档第25行统一为“**系统能力：** SystemCapability.ArkUI.ArkUI.Full”。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,arkts-apis-uicontext-resolveduicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-resolveduicontext.md,,Class (ResolvedUIContext),9,,未确认,P2,该句仅重复说明ResolvedUIContext是实例对象，未概括该类的整体能力和用途。虽然第16行补充了其继承关系及对象构成，但类级总体描述仍不足以帮助用户理解该类用于提供带解析策略的UIContext能力，功能描述不完整。,,ResolvedUIContext继承自UIContext，包含UIContext实例及其解析策略，用于提供带解析策略的UIContext能力。,ResolvedUIContext实例对象。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,否,arkts-apis-uicontext-resolveduicontext.md第9行已说明该对象由resolveUIContext返回、包含UIContext及解析策略，并给出识别来源策略的使用场景。,无需修改，保留文档第9行类概述。
12.1.2.4,若使用该方法/函数时对环境有要求，检查文档中关于环境的要求描述完整。,arkts-apis-uicontext-resolveduicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-resolveduicontext.md,,Class (ResolvedUIContext),27,,未确认,P2,文档第17行明确说明本模块接口仅可在Stage模型下使用，但strategy属性自身的说明未传递这一特定模式限制。开发者单独查阅该属性时，无法从属性说明中获知其使用环境要求。,,[UIContext](arkts-apis-uicontext-uicontext.md)的解析策略，仅可在Stage模型下使用。,[UIContext](arkts-apis-uicontext-uicontext.md)的解析策略。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,是,interface的@ohos.arkui.UIContext.d.ts第4841-4848行给strategy属性标注了@stagemodelonly；js-template.md第20、28行要求模型约束下沉到接口。,已在arkts-apis-uicontext-resolveduicontext.md第23行补充“此接口仅可在Stage模型下使用”。
22.1.1.1,点击文档中的超链接，链接跳转后能正常打开页面，不存在断链。,arkts-apis-uicontext-resolveduicontext.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-resolveduicontext.md,,Class (ResolvedUIContext),27,,未确认,P3,同一文档中的同级相对路径链接写法不一致：ResolveStrategy 链接使用了“./”前缀，而 UIContext 链接未使用该前缀。目标文件和锚点本身不存在已确认的有效性问题，但链接路径风格不统一。,,| strategy      | [ResolveStrategy](arkts-apis-uicontext-e.md#resolvestrategy22) | 否   | 否   | [UIContext](arkts-apis-uicontext-uicontext.md)的解析策略。             |,| strategy      | [ResolveStrategy](./arkts-apis-uicontext-e.md#resolvestrategy22) | 否   | 否   | [UIContext](arkts-apis-uicontext-uicontext.md)的解析策略。             |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/22_1_1_1.md,质量,内容规范性,超链接规范,验证超链接跳转页面有效,是,arkts-apis-uicontext-resolveduicontext.md修改前第29行的UIContext链接不带./，而ResolveStrategy链接带./，同级链接风格不一致。,已在文档第29行移除ResolveStrategy相对路径前的“./”，与同一行其他同级链接保持一致。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),81,,未确认,P3,第19行已明确说明以下API需要配合UIContext中的postFrameCallback和postDelayedFrameCallback使用，并要求开发者继承FrameCallback类及重写onFrame或onIdle方法。onIdle自身仅说明回调的执行时机，未说明需要继承并重写该方法以及通过相关UIContext方法注册回调，生效机制传递不完整。,,开发者需要继承FrameCallback类并重写该方法，然后通过UIContext的postFrameCallback或postDelayedFrameCallback注册回调。在下一帧渲染任务结束后，如果距离下一个VSync信号到来的剩余时间大于1ms，该回调函数将被执行；如果剩余时间小于1ms，回调函数将被顺延至后续某一帧的剩余时间大于1ms时执行。如果当前没有下一帧，将自动请求下一帧。,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第87行已明确继承FrameCallback、重写onIdle并配合postFrameCallback或postDelayedFrameCallback使用。,无需修改，保留文档第87行。
12.1.2.3,若方法/函数需要在满足某些条件才生效，或不生效，检查文档中关于生效机制描述是否完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),25,,未确认,P3,第19行已明确说明以下API需要配合UIContext中的postFrameCallback和postDelayedFrameCallback使用，并要求开发者继承FrameCallback类及重写onFrame或onIdle方法。onFrame自身仅说明执行时机，未说明需要继承并重写该方法以及通过相关UIContext方法注册回调，生效机制传递不完整。,,在下一帧进行渲染时，该方法将被执行。开发者需要继承FrameCallback类并重写该方法，然后通过UIContext的postFrameCallback或postDelayedFrameCallback注册回调。,在下一帧进行渲染时，该方法将被执行。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_3.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第27行已明确继承FrameCallback、重写onFrame并配合两个注册接口使用。,无需修改，保留文档第27行。
12.1.2.6,若存在效率提升技巧、避免某些问题的开发建议或注意事项，检查文档中关于是否描述完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),81,,未确认,P2,文档第19行说明以下API需要配合UIContext中的postFrameCallback和postDelayedFrameCallback使用，并要求开发者继承FrameCallback类、重写onFrame或onIdle方法，但onIdle的方法说明仅描述回调执行条件，未传递该方法的配合调用方式及继承重写要求，方法说明不完整。,,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。该方法需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，开发者需要继承FrameCallback类并重写该方法，以实现具体的业务逻辑。,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第87行已完整说明onIdle与postFrameCallback、postDelayedFrameCallback的配合关系。,无需修改，保留文档第87行。
12.1.2.6,若存在效率提升技巧、避免某些问题的开发建议或注意事项，检查文档中关于是否描述完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),25,,未确认,P2,文档第19行说明以下API需要配合UIContext中的postFrameCallback和postDelayedFrameCallback使用，并要求开发者继承FrameCallback类、重写onFrame或onIdle方法，但onFrame的方法说明仅描述执行时机，未传递该方法的配合调用方式及继承重写要求，方法说明不完整。,,在下一帧进行渲染时，该方法将被执行。该方法需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，开发者需要继承FrameCallback类并重写该方法，以实现具体的业务逻辑。,在下一帧进行渲染时，该方法将被执行。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_6.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第27行已完整说明onFrame的配合调用要求。,无需修改，保留文档第27行。
12.1.2.4,若使用该方法/函数时对环境有要求，检查文档中关于环境的要求描述完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),81,,未确认,P2,文档第17行已说明本模块接口仅可在Stage模型下使用，第19行说明该API需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，并要求开发者继承FrameCallback类及重写onIdle方法；但onIdle自身的方法说明未传递这些使用环境和依赖关系，开发者仅阅读该方法章节时无法获知完整的使用条件。,,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。该方法仅可在Stage模型下使用；开发者需要继承FrameCallback类并重写该方法，配合UIContext的postFrameCallback或postDelayedFrameCallback方法使用。,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第89行已在onIdle接口内下沉Stage模型约束，第17行还有类级总说明。,无需修改，保留文档第89行模型约束。
12.1.2.4,若使用该方法/函数时对环境有要求，检查文档中关于环境的要求描述完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),25,,未确认,P2,文档第17行已说明本模块接口仅可在Stage模型下使用，第19行说明该API需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，并要求开发者继承FrameCallback类及重写onFrame方法；但onFrame自身的方法说明未传递这些使用环境和依赖关系，开发者仅阅读该方法章节时无法获知完整的使用条件。,,在下一帧进行渲染时，该方法将被执行。该方法仅可在Stage模型下使用；开发者需要继承FrameCallback类并重写该方法，配合UIContext的postFrameCallback或postDelayedFrameCallback方法使用。,在下一帧进行渲染时，该方法将被执行。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第29行已在onFrame接口内下沉Stage模型约束，第17行还有类级总说明。,无需修改，保留文档第29行模型约束。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),81,,未确认,P2,第19行明确说明相关API需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，并要求开发者继承FrameCallback类后重写onFrame或onIdle方法。onIdle的方法说明仅描述回调的执行条件，未说明继承、重写及配合相关UIContext方法使用的前提，方法说明脱离章节上下文后信息不完整。,,开发者需要继承FrameCallback类并重写该方法，然后配合UIContext的postFrameCallback或postDelayedFrameCallback方法使用。在下一帧渲染任务结束后，如果距离下一个VSync信号到来的剩余时间大于1ms，该回调函数将被执行；如果剩余时间小于1ms，回调函数将顺延至某个下一帧的剩余时间大于1ms时执行。如果当前没有下一帧，将自动请求下一帧。,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第87行已同时说明继承、重写和配合注册接口三个要求。,无需修改，保留文档第87行。
12.1.2.5,若使用该方法/函数时有前提条件/前置操作，检查文档中是否有关于调用该方法/函数的的前提条件、前置操作，内容是否包含完整。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),25,,未确认,P2,第19行明确说明相关API需要配合UIContext中的postFrameCallback或postDelayedFrameCallback使用，并要求开发者继承FrameCallback类后重写onFrame或onIdle方法。onFrame的方法说明仅描述执行时机，未说明继承、重写及配合相关UIContext方法使用的前提，方法说明脱离章节上下文后信息不完整。,,开发者需要继承FrameCallback类并重写该方法，然后配合UIContext的postFrameCallback或postDelayedFrameCallback方法使用；在下一帧进行渲染时，该方法将被执行。,在下一帧进行渲染时，该方法将被执行。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_1_2_5.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中关于方法/函数的使用建议、注意事项提供完整,否,arkts-apis-uicontext-framecallback.md第27行已同时说明继承、重写和配合注册接口三个要求。,无需修改，保留文档第27行。
12.2.2.2,若参数有单位，检查文档中是否说明单位。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),35,,未确认,P2,frameTimeInNano 表示下一帧开始执行的时间点，并非时间间隔或持续时间。当前说明虽已标注纳秒单位，但未说明该数值采用的起始时间基准，无法明确其时间戳语义。,,"| frameTimeInNano | number | 是   | 下一帧渲染开始执行的时间，表示从系统启动到该帧开始执行所经过的时间，以纳秒为单位。<br/>取值范围：[0, +∞) |","| frameTimeInNano | number | 是   | 下一帧渲染开始执行的时间，以纳秒为单位。<br/>取值范围：[0, +∞) |",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,否,interface的@ohos.arkui.UIContext.d.ts第3929-3930行只定义下一帧渲染开始时间及纳秒单位；ace_engine的pipeline_context.cpp第7124-7136行直接传递VSync nanoTimestamp，未定义可公开承诺的时间起点。,无需修改arkts-apis-uicontext-framecallback.md第39行；不补充源码和interface均未承诺的时间基准。
12.3.1.2,检查文档中是否说明返回值的用途。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),79,,未确认,P2,该方法声明返回 void，但文档未提供返回值说明，未明确说明无返回值及该返回形式对应的用途，不符合返回值用途说明要求。,,**返回值：** 无返回值，用于在帧渲染任务结束后的空闲时间执行任务。,onIdle(timeLeftInNano: number): void,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,否,arkts-apis-uicontext-framecallback.md第83行签名已声明返回void；js-template.md第268行将返回值章节标为可选，void方法无需再增加无返回值表格。,无需修改，保留第83行void签名，不增加冗余返回值章节。
12.3.1.2,检查文档中是否说明返回值的用途。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),23,,未确认,P2,该方法声明返回 void，但文档未提供返回值说明，未明确说明无返回值及该返回形式对应的用途，不符合返回值用途说明要求。,,**返回值：** 无返回值，用于在下一帧渲染时执行任务。,onFrame(frameTimeInNano: number): void,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_3_1_2.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证返回值及其含义应说明完整,否,arkts-apis-uicontext-framecallback.md第23行签名已声明返回void；js-template.md第268行规定返回值章节可选。,无需修改，保留第23行void签名，不增加冗余返回值章节。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),81,,未确认,P2,“其下个VSync信号”中的“其”指代不够明确，“某个下一帧的剩余时间”未清晰说明顺延后的触发条件；此外，“如果……大于1ms时”和“如果……小于1ms时”中“如果”与“时”重复搭配，导致句式冗长、不够规范。,,下一帧渲染任务结束后，如果距离下一个VSync信号到来的剩余时间大于1ms，则执行该回调函数；如果剩余时间小于1ms，则将回调函数顺延至某一帧的剩余时间大于1ms时执行。如果当前没有下一帧，将自动请求下一帧。,在下一帧渲染任务结束后，如果距离其下个VSync信号到来的剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,arkts-apis-uicontext-framecallback.md修改前第85行使用“该帧下一个VSync”且将执行、顺延条件写在长复句中；interface第3940-3942行明确条件为大于1ms与不大于1ms。,已重写文档第85行，分别说明剩余时间大于1ms时执行、小于等于1ms时顺延。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),123,,未确认,P2,该 ArkTS 示例整体使用单引号，此处却使用双引号包裹字符串字面量，且字符串内容不包含单引号，不符合双引号例外，造成同一文档内代码引号风格不一致。,,"            this.getUIContext().postDelayedFrameCallback(new MyIdleCallback('delayTask'), 5);","            this.getUIContext().postDelayedFrameCallback(new MyIdleCallback(""delayTask""), 5);",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,arkts-apis-uicontext-framecallback.md第125-131行示例中的按钮文本和任务标签均已使用单引号，扫描所引双引号已不存在。,无需修改，保留第125-131行现有代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onIdle,Class (FrameCallback),119,,未确认,P2,该 ArkTS 示例整体使用单引号，此处却使用双引号包裹字符串字面量，且字符串内容不包含单引号，不符合双引号例外，造成同一文档内代码引号风格不一致。,,            this.getUIContext().postFrameCallback(new MyIdleCallback('normTask'));,"            this.getUIContext().postFrameCallback(new MyIdleCallback(""normTask""));",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,arkts-apis-uicontext-framecallback.md第125-131行onIdle示例统一使用单引号，不存在同一代码块引号风格不一致。,无需修改，保留第125-131行现有代码。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),67,,未确认,P2,该 ArkTS 示例整体使用单引号，此处却使用双引号包裹字符串字面量，且字符串内容不包含单引号，不符合双引号例外，造成同一文档内代码引号风格不一致。,,"            this.getUIContext().postDelayedFrameCallback(new MyFrameCallback('delayTask'), 5);","            this.getUIContext().postDelayedFrameCallback(new MyFrameCallback(""delayTask""), 5);",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,arkts-apis-uicontext-framecallback.md第67行normTask已使用单引号。,无需修改，保留文档第67行。
25.2.1.1,样例代码格式符合规范、风格总体一致（例如大括号位置、单双引号、是否有分号等）。,arkts-apis-uicontext-framecallback.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkts-apis-uicontext-framecallback.md,onFrame,Class (FrameCallback),63,,未确认,P2,该 ArkTS 示例整体使用单引号，此处却使用双引号包裹字符串字面量，且字符串内容不包含单引号，不符合双引号例外，造成同一文档内代码引号风格不一致。,,            this.getUIContext().postFrameCallback(new MyFrameCallback('normTask'));,"            this.getUIContext().postFrameCallback(new MyFrameCallback(""normTask""));",https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/25_2_1_1.md,体验,示例代码可用实用,示例代码规范性,验收示例代码风格统一、规范,否,arkts-apis-uicontext-framecallback.md第65-71行按钮文本、normTask和delayTask均使用单引号。,无需修改，保留第65-71行现有代码。
