仓库,文件,行号,规则,内容,traceId,uuid,责任PL,确认结果,原因解释,修改方案
openharmony/docs,zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md,730,code comments,"❌**疑似检测出接口参数顺序不匹配问题**

错误原因：`nativeOnDraw`的函数签名为`(id: number, context: DrawContext, width: number, height: number)`，第三个参数为width，第四个参数为height。但调用时传入了`vp2px(context.size.height)`作为第三个参数、`vp2px(context.size.width)`作为第四个参数，width和height顺序颠倒。
建议修改为：
```suggestion
    bridge.nativeOnDraw(0, context, this.uiContext.vp2px(context.size.width),
      this.uiContext.vp2px(context.size.height));
```",645a5dbce42b422d8b6f3079c07ab5b7,2e3dd6af-06b4-484d-83d9-c8cd91bdb199,刘凯,是,"docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md:717 将 nativeOnDraw 声明为 (id, context, width, height)，/home/y/openharmony/docs/zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md:635-641 的 NAPI 侧代码也按 args[2] 读取 width、args[3] 读取 height；但修改前 /home/y/openharmony/docs/zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md:738-739 调用时第三参传 context.size.height、第四参传 context.size.width，宽高顺序与声明和 C++ 读取顺序相反。interface中 /home/y/openharmony/interface/sdk-js/api/arkui/Graphics.d.ts:39-69 声明 Size.width 和 Size.height，:81-93 声明 DrawContext.size 返回 Size；/home/y/openharmony/interface/sdk-js/api/arkui/RenderNode.d.ts:786-793 声明 draw(context: DrawContext)。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_type.h:2089-2096 声明 OH_ArkUI_DrawContext_GetSize 返回绘制区域尺寸，说明 DrawContext 尺寸语义为宽高。因此示例参数顺序不匹配的问题存在。",已将 /home/y/openharmony/docs/zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md:738-739 的 nativeOnDraw 调用调整为第三参传 this.uiContext.vp2px(context.size.width)，第四参传 this.uiContext.vp2px(context.size.height)。
openharmony/docs,zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md,91,code comments,"❌**疑似检测出代码逻辑矛盾问题**

错误原因：`child!.getNextSibling()`使用了非空断言`!`，表示断言child不为null。但紧接着下一行`if (child === null || nextSibling === null)`又检查`child === null`，该判断对child而言不可达——若child为null，代码会在`child!.getNextSibling()`处抛出异常，无法进入null检查分支。应先进行null检查再访问方法，或使用可选链操作符。
建议修改为：
```suggestion
            const nextSibling = child?.getNextSibling()
```",645a5dbce42b422d8b6f3079c07ab5b7,43c1bb7a-f006-4adb-b108-63a11c5bd832,刘凯,否,docs当前代码并非检测内容描述的“先 child!.getNextSibling() 再判断 child === null”。/home/y/openharmony/docs/zh-cn/application-dev/ui/arkts-user-defined-arktsNode-renderNode.md:90 先通过 renderNode.getChild(1) 获取 child，:91-94 先判断并处理 child === null，只有在 else 分支内 :95 才调用 child!.getNextSibling()，随后 :96-99 判断 nextSibling === null，因此 child 为空时不会执行到 getNextSibling 调用。interface中 /home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.static.d.ets:489-498 声明 getChild 返回 FrameNode | null，:532-541 声明 getNextSibling 返回 FrameNode | null；/home/y/openharmony/interface/sdk-js/api/arkui/FrameNode.d.ts:635-646 也声明 getNextSibling(): FrameNode | null。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/frame_node_modifier.cpp:299-324 的 GetChild 可返回 nullptr，:390-405 的 GetNextSibling 在无父节点、索引无效或无下一个节点时可返回 nullptr；/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/ark_node/src/frame_node.ts:570-576 将 native 结果为空或 nodeId 为 -1 转为 null。因此当前文档的两段 null 判断与接口和实现一致，检测所说逻辑矛盾不存在。,无需修改文档。当前示例已先判断 child 是否为 null，再在非空分支中获取并判断 nextSibling；不采用建议的 child?.getNextSibling()。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,121,code comments,"❌**疑似检测出代码错误问题**

错误原因：设置背景颜色属性`NODE_BACKGROUND_COLOR`时使用了`&item`（宽度属性值变量），应使用`&item_color`（颜色属性值变量）。当前传入的`item`中存储的是`.f32 = 100`的宽度值，而非`.u32 = 0xff112233`的颜色值。
建议修改为：
```suggestion 
arkUINativeNodeApi->setAttribute(stack, NODE_BACKGROUND_COLOR, &item_color);
```",645a5dbce42b422d8b6f3079c07ab5b7,a20f8593-a1b5-4552-8797-0751de329af8,刘凯,是,修改前 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:121 对 NODE_BACKGROUND_COLOR 传入 &item；同一示例中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:116-120 显示 item 保存 .f32=100 的宽度值，item_color 保存 .u32=0xff112233 的颜色值。interface 声明 /home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_node.h:214-219 要求 NODE_BACKGROUND_COLOR 使用 .value[0].u32。ace_engine 实现 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/style_modifier.cpp:975-993 实际读取 item->value[0].u32 设置背景色。,"已将 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:121 修改为 arkUINativeNodeApi->setAttribute(stack, NODE_BACKGROUND_COLOR, &item_color);"
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,332,code comments,"❌**疑似检测出描述不一致问题**

错误原因：引用的头文件名为`NormalNodeExample.h`，但目录结构（第160行）中列出的示例代码文件为`NormalTextListExample.h`，两者不一致。
建议修改为：
```suggestion 
#include ""NormalTextListExample.h""
```",645a5dbce42b422d8b6f3079c07ab5b7,91d46120-9e39-42fb-8496-282c24a31258,刘凯,否,当前 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:160 的目录结构为 NormalTextListExample.h，/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:332 的 include 也是 NormalTextListExample.h，二者一致。ace_engine 示例 /home/y/openharmony/foundation/arkui/ace_engine/examples/ScrollableComponentTest/entry/src/main/cpp/manager.cpp:24 也包含 components/list/examples/NormalTextListExample.h。该项是示例文件名一致性问题，interface 中无对应开发者接口声明。,无需修改。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,349,code comments,"❌**疑似检测出接口调用不一致问题**

错误原因：调用的函数名为`CreateExample()`，但步骤5（第731行）中定义的函数名为`CreateTextListExample()`，且步骤5描述（第714行）也提及的是`CreateTextListExample`函数，两者不一致。
建议修改为：
```suggestion 
auto node = CreateTextListExample();
```",645a5dbce42b422d8b6f3079c07ab5b7,6fad0a81-d1bd-4d78-9607-23cc42ec7a4c,刘凯,否,当前 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:349 调用 CreateTextListExample()，/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:672 描述完善 CreateTextListExample 函数，/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:689 定义 CreateTextListExample()，调用、描述和定义一致。ace_engine 示例 /home/y/openharmony/foundation/arkui/ace_engine/examples/ScrollableComponentTest/entry/src/main/cpp/manager.cpp:146 调用 ::CreateTextListExample()，/home/y/openharmony/foundation/arkui/ace_engine/examples/ScrollableComponentTest/entry/src/main/cpp/components/list/examples/NormalTextListExample.h:45 定义同名函数。该项是示例函数名一致性问题，interface 中无对应开发者接口声明。,无需修改。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,649,code comments,"❌**疑似检测出命名不规范问题**

错误原因：头文件保护宏名称为`MYAPPLICATION_ARKUISTACKNODE_H`，与当前文件`ArkUIListItemNode.h`及类名`ArkUIListItemNode`不匹配，应使用`MYAPPLICATION_ARKUILISTITEMNODE_H`。
建议修改为：
```suggestion 
#ifndef MYAPPLICATION_ARKUILISTITEMNODE_H
```",645a5dbce42b422d8b6f3079c07ab5b7,1a27c849-7dff-42b7-b582-3adb46df3e19,刘凯,是,docs文件/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第605行标明示例文件为ArkUIListItemNode.h，第613行声明类ArkUIListItemNode，第616行创建ARKUI_NODE_LIST_ITEM；interface声明/home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_node.h第128行定义ARKUI_NODE_LIST_ITEM；ace_engine示例/home/y/openharmony/foundation/arkui/ace_engine/examples/ImageCapiExample/entry/src/main/cpp/ArkUIListItemNode.h第16行文件名和第24行类名也均为ArkUIListItemNode。因此原docs第607行#ifndef使用MYAPPLICATION_ARKUISTACKNODE_H与文件名和类名不一致，问题存在。,已将/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第607行的#ifndef宏修改为MYAPPLICATION_ARKUILISTITEMNODE_H。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,650,code comments,"❌**疑似检测出命名不规范问题**

错误原因：头文件保护宏定义名称为`MYAPPLICATION_ARKUISTACKNODE_H`，与当前文件`ArkUIListItemNode.h`及类名`ArkUIListItemNode`不匹配，应使用`MYAPPLICATION_ARKUILISTITEMNODE_H`。
建议修改为：
```suggestion 
#define MYAPPLICATION_ARKUILISTITEMNODE_H
```",645a5dbce42b422d8b6f3079c07ab5b7,3877fb21-8dfa-48d7-82d9-f24b64000a05,刘凯,是,docs文件/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第605行标明示例文件为ArkUIListItemNode.h，第613行声明类ArkUIListItemNode，第616行调用createNode(ARKUI_NODE_LIST_ITEM)创建列表项；interface声明/home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_node.h第127-128行说明ARKUI_NODE_LIST_ITEM为List item；ace_engine示例/home/y/openharmony/foundation/arkui/ace_engine/examples/ImageCapiExample/entry/src/main/cpp/ArkUIListItemNode.h第16行文件名和第24行类名也均为ArkUIListItemNode。因此原docs第608行#define使用MYAPPLICATION_ARKUISTACKNODE_H与文件名和类名不一致，问题存在。,已将/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第608行的#define宏修改为MYAPPLICATION_ARKUILISTITEMNODE_H。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,662,code comments,"❌**疑似检测出命名不规范问题**

错误原因：`#endif`注释中的宏名称为`MYAPPLICATION_ARKUISTACKNODE_H`，与当前文件`ArkUIListItemNode.h`及类名`ArkUIListItemNode`不匹配，应使用`MYAPPLICATION_ARKUILISTITEMNODE_H`。
建议修改为：
```suggestion 
#endif // MYAPPLICATION_ARKUILISTITEMNODE_H
```",645a5dbce42b422d8b6f3079c07ab5b7,535d3309-a58d-475a-b0b5-ad1cb7941fa0,刘凯,是,docs文件/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第605行标明示例文件为ArkUIListItemNode.h，第613行声明类ArkUIListItemNode，第616行调用createNode(ARKUI_NODE_LIST_ITEM)创建列表项；interface声明/home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_node.h第127-128行说明ARKUI_NODE_LIST_ITEM为List item；ace_engine实现映射/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model.cpp第1680行将LIST_ITEM_ETS_TAG映射到ARKUI_NODE_LIST_ITEM。因此原docs第620行#endif注释使用MYAPPLICATION_ARKUISTACKNODE_H与文件名、类名以及保护宏含义不一致，问题存在。,已将/home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md第620行的#endif注释宏修改为MYAPPLICATION_ARKUILISTITEMNODE_H。
openharmony/docs,zh-cn/application-dev/ui/ndk-access-the-arkts-page.md,750,code comments,"❌**疑似检测出冗余代码问题**

错误原因：`SetPercentWidth(1)`与下一行`SetPercentWidth(screenWidth)`功能重复（`screenWidth`在第741行定义为1），同一属性被连续设置两次，存在冗余代码。
建议修改为：
```suggestion 
textNode->SetPercentWidth(screenWidth);
```",645a5dbce42b422d8b6f3079c07ab5b7,4b0402e4-8e0c-41d2-8251-601d16c0c81a,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:521-525 定义 SetPercentWidth 会通过 nativeModule_->setAttribute 设置 NODE_WIDTH_PERCENT。修改前同文件 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:699 定义 const float screenWidth = 1，:708-709 连续调用 textNode->SetPercentWidth(1) 和 textNode->SetPercentWidth(screenWidth)，两次设置同一百分比宽度属性。interface中 /home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_node.h:1468-1475 声明 NODE_WIDTH_PERCENT 的参数为 width in percentage。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/style_modifier.cpp:4366-4375 的 SetWidthPercent 将该值设置为 UNIT_PERCENT 宽度。因此前一次调用会被后一次同值调用覆盖，冗余问题存在。,已删除 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-access-the-arkts-page.md:708 的 textNode->SetPercentWidth(1)，保留 textNode->SetPercentWidth(screenWidth)。
openharmony/docs,zh-cn/application-dev/ui/ndk-build-custom-components.md,101,code comments,"❌**疑似检测出资源未释放问题**

错误原因：`childLayoutConstrain` 由 `OH_ArkUI_LayoutConstraint_Copy` 创建，但在 `OnMeasure` 函数结束时未调用 `OH_ArkUI_LayoutConstraint_Dispose` 释放，存在内存泄漏风险。同文件中 `ArkUIIrregularGridNode` 的 `OnMeasure`（第655行）已正确调用 `OH_ArkUI_LayoutConstraint_Dispose(childConstraint)`，此处应保持一致。
建议修改为：
```suggestion
               auto childLayoutConstrain = OH_ArkUI_LayoutConstraint_Copy(layoutConstrain);
               // ... 函数末尾、setMeasuredSize 之后添加：
               OH_ArkUI_LayoutConstraint_Dispose(childLayoutConstrain);
```",645a5dbce42b422d8b6f3079c07ab5b7,b597f605-e9fd-481a-9b0f-e720e819e6a6,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:101 调用 OH_ArkUI_LayoutConstraint_Copy 创建 childLayoutConstrain，修改前同文件 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:126-128 设置测量尺寸后直接结束 OnMeasure，未释放该指针。同文件 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:634-655 的 ArkUIIrregularGridNode 示例在 Copy 后调用 OH_ArkUI_LayoutConstraint_Dispose(childConstraint)。interface中 /home/y/openharmony/interface/sdk_c/zh-cn/arkui/ace_engine/native/native_type.h:3149-3155 声明 Copy 返回新的 size constraint 指针，:3157-3163 声明 Dispose 用于销毁 size constraint 指针。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_extented.cpp:55-65 的 Copy 使用 new 创建 ArkUI_LayoutConstraint，:68-71 的 Dispose 执行 delete。因此资源未释放问题存在。,已在 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:128 后新增 OH_ArkUI_LayoutConstraint_Dispose(childLayoutConstrain) 释放 Copy 创建的布局约束。
openharmony/docs,zh-cn/application-dev/ui/ndk-build-custom-components.md,360,code comments,"❌**疑似检测出资源未释放问题**

错误原因：`OH_Drawing_CanvasAttachBrush` 将画刷绑定到画布后，在销毁画刷之前未调用 `OH_Drawing_CanvasDetachBrush` 解绑。Drawing API 标准使用模式为 Attach → Draw → Detach → Destroy，缺少 Detach 可能导致画布持有已销毁画刷的悬空指针。
建议修改为：
```suggestion
               OH_Drawing_CanvasAttachBrush(drawCanvas, brush);
               OH_Drawing_CanvasDrawPath(drawCanvas, path);
               OH_Drawing_CanvasDetachBrush(drawCanvas, brush);
               // 释放资源
               OH_Drawing_BrushDestroy(brush);
               OH_Drawing_PathDestroy(path);
```",645a5dbce42b422d8b6f3079c07ab5b7,3743f6be-cfe8-4916-81bf-6635219443dd,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:359-365 创建 brush 后执行 OH_Drawing_CanvasAttachBrush 和 OH_Drawing_CanvasDrawPath，修改前直接 OH_Drawing_BrushDestroy 并未调用 DetachBrush。interface中 /home/y/openharmony/interface/sdk_c/zh-cn/graphic/graphic_2d/native_drawing/drawing_canvas.h:132-141 声明 AttachBrush 将画刷设置给画布，:143-152 声明 DetachBrush 用于去除画布中的画刷且函数只有 canvas 一个参数。docs参考 /home/y/openharmony/docs/zh-cn/application-dev/graphics/basic-drawing-effect-c.md:81-90 明确不需要填充效果时调用 OH_Drawing_CanvasDetachBrush(canvas)，:90-96 再销毁 Brush。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/inner_api/drawable_descriptor/drawable_descriptor.cpp:231-235 和 :643-646 均在 AttachBrush 绘制后调用 DetachBrush。因此缺少 detach 的问题存在，但表格建议中的二参 DetachBrush 形式不符合接口声明。,已在 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-custom-components.md:362 后新增 OH_Drawing_CanvasDetachBrush(drawCanvas)，再销毁 brush 和 path。
openharmony/docs,zh-cn/application-dev/ui/ndk-build-on-multi-thread.md,437,code comments,"❌**疑似检测出代码逻辑问题**

错误原因：第437行 `buttonNode1->SetMargin(item2)` 存在复制粘贴错误。此处上下文是在为 `buttonNode2` 设置属性（第427-428行创建了buttonNode2，第430行为buttonNode2设置label），但第437行误将margin设置到了 `buttonNode1` 上，与注释""设置button组件的margin属性。""的意图不一致。
建议修改为：
```suggestion
    result = buttonNode2->SetMargin(item2);
```",645a5dbce42b422d8b6f3079c07ab5b7,07b47cba-b812-471a-9999-061eb8290dbc,刘凯,是,"docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:426-429 创建 buttonNode2 并设置其 label，:433-436 为第二个 button 准备 item2 并设置 margin；排查时该处原写为 buttonNode1->SetMargin(item2)，会把第二个 button 的 margin 继续设置到 buttonNode1。docs同文件 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:337-338 显示 ArkUIButtonNode::SetMargin 调用 nativeModule_->setAttribute(handle_, NODE_MARGIN, &item)，属性作用于当前对象 handle_。interface中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:315-333 声明 NODE_MARGIN 是组件 margin 属性，:13047 声明 setAttribute 的第一个参数是 ArkUI_NodeHandle node。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/style_modifier.cpp:1339-1366 的 SetMargin 使用传入 node->uiNodeHandle 设置 margin。因此该调用目标写成 buttonNode1 会导致 buttonNode2 未设置 margin，问题存在。",已将 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:436 的 result = buttonNode1->SetMargin(item2); 修改为 result = buttonNode2->SetMargin(item2);。
openharmony/docs,zh-cn/application-dev/ui/ndk-build-on-multi-thread.md,539,code comments,"❌**疑似检测出代码规范性问题**

错误原因：`delete g_contextHandle;` 对框架管理的句柄类型 `ArkUI_ContextHandle` 使用了 `delete` 操作符。`g_contextHandle` 是通过 `OH_ArkUI_GetContextFromNapiValue` 获取的框架侧句柄，并非通过 `new` 分配的堆内存，对其调用 `delete` 会导致未定义行为。应将此行删除，仅将 `g_contextHandle` 置为 `nullptr` 即可。
建议修改为：
```suggestion
        g_contextHandle = nullptr;
```",645a5dbce42b422d8b6f3079c07ab5b7,ec20034e-b9e4-4795-831f-9d252fa2c832,刘凯,否,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:395 将全局 g_contextHandle 初始化为 nullptr，:534 仅在 !g_contextHandle 时调用 OH_ArkUI_GetContextFromNapiValue，:535-540 的失败分支中执行 delete g_contextHandle 后置空。interface中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:155-162 将 ArkUI_ContextHandle 定义为 ArkUI_Context*，/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:62-74 声明 OH_ArkUI_GetContextFromNapiValue 将 ArkTS 侧 UIContext 映射到 native 侧 ArkUI_ContextHandle。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:174-205 在各种错误场景下直接返回，只有成功路径 :206 才执行 *context = new ArkUI_Context({ .id = instanceId })；因此该失败分支执行时 g_contextHandle 仍为空，delete nullptr 是安全空操作，不是对已获取的框架托管句柄释放。问题描述“并非通过 new 分配、delete 会导致未定义行为”的依据不成立。,无需修改文档。当前失败分支中的 delete g_contextHandle 对 nullptr 无实际效果；不采纳删除该行的修复建议。
openharmony/docs,zh-cn/application-dev/ui/ndk-build-on-multi-thread.md,388,code comments,"❌**疑似检测出冗余代码问题**

错误原因：`AsyncData` 结构体中的 `napi_env env;` 成员声明后从未被赋值或使用，属于冗余代码，应移除。
建议修改为：
```suggestion
struct AsyncData {
    std::shared_ptr<ArkUINode> parent = nullptr;
```",645a5dbce42b422d8b6f3079c07ab5b7,666cbc7f-88e9-4609-847f-5130e4711385,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:387-391 的 AsyncData 结构体排查时包含 napi_env env，但同文件对 AsyncData 的使用仅在 :399-405、:450-456 读取 parent/child/label，并在 :466-470、:484-489、:505-510 创建 AsyncData 后设置 parent 和 label 作为 taskData 传入多线程接口；全文没有 asyncData->env 或 .env 的赋值和读取。interface中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:14442-14443、:14456、:14516 声明 OH_ArkUI_PostAsyncUITask/OH_ArkUI_PostUITask/OH_ArkUI_PostUITaskAndWait 只接收 void* taskData 和回调函数，不要求 taskData 中保存 napi_env。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model_safely.cpp:29-47、:54-70、:77-93 也只是将 taskData 透传给多线程管理接口。因此 AsyncData::env 在示例中未被使用，冗余代码问题存在。,已删除 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-build-on-multi-thread.md:388 原 AsyncData 结构体里的 napi_env env; 成员，保留 parent、child、label 三个实际使用的字段。
openharmony/docs,zh-cn/application-dev/ui/ndk-embed-arkts-components.md,184,code comments,"❌**疑似检测出注释与代码不一致问题**

错误原因：注释""设置混合模式下的builder函数""描述不准确，代码实际注册的是create和update两个函数（`registerCreateMixedRefreshNode`和`registerUpdateMixedRefreshNode`），并非仅builder函数。
建议修改为：
```suggestion 
      // 设置混合模式下的创建和更新函数。
```",645a5dbce42b422d8b6f3079c07ab5b7,a8761a07-0ee2-428c-a234-a479f20628d4,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:181-186 在 aboutToAppear 中先设置 UIContext，随后分别调用 registerCreateMixedRefreshNode(createMixedRefresh) 和 registerUpdateMixedRefreshNode(updateMixedRefresh)，修改前 :184 注释只写“builder函数”，未覆盖 update 注册。同一文档 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:98-136 分别定义 createMixedRefresh 创建函数和 updateMixedRefresh 更新函数，:230-233 将两个 JS 导出分别绑定到 RegisterCreateRefresh 与 RegisterUpdateRefresh，:692-704 和 :707-719 又分别保存 g_createRefresh 与 g_updateRefresh。interface中 /home/y/openharmony/interface/sdk-js/api/arkui/component/builder.static.d.ets:94 仅声明 wrapBuilder(builder) 返回 WrappedBuilder，说明 builder 是创建内容时使用的封装能力，并不能概括此处同时注册的更新函数。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/engine/jsEnumStyle.js:4623-4630 实现 wrapBuilder/WrappedBuilder，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/bridge/declarative_frontend/jsview/js_content_slot.cpp:54-82 实现 NodeContent 相关桥接能力，也印证该示例同时涉及 builder 内容创建与 NodeContent 更新/挂载能力。因此注释与代码行为不一致的问题存在。,已将 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:184 的注释从“设置混合模式下的builder函数。”修改为“设置混合模式下的创建和更新函数。”。
openharmony/docs,zh-cn/application-dev/ui/ndk-embed-arkts-components.md,220,code comments,"❌**疑似检测出注释与代码不一致问题**

错误原因：代码注释`// native_init.cpp`与源码链接中的实际文件名`NapiInit.cpp`不一致，同一文件在文档中出现了三种不同命名（`native_init.cpp`、`napi_init.cpp`、`NapiInit.cpp`），容易造成混淆。
建议修改为：
```suggestion 
// NapiInit.cpp
```",645a5dbce42b422d8b6f3079c07ab5b7,5558a111-19db-4005-a89f-d80dab3eac95,刘凯,是,docs中 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:217 的源码锚点指向 NdkEmbedArktsComponents/entry/src/main/cpp/NapiInit.cpp，但修改前同一代码块 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:220 写为 // native_init.cpp，文件名与锚点不一致；同文档 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:225-249 的代码内容是 NAPI 模块初始化逻辑，:335 的 CMake 片段又使用 napi_init.cpp，说明该示例内确实存在命名不一致。interface中 /home/y/openharmony/interface/sdk_c/arkui/napi/native_api.h:1279-1285 声明 napi_module_register，:2620-2637 声明 napi_define_properties，与该代码块中的模块注册/导出 API 对应。ace_engine中 /home/y/openharmony/foundation/arkui/ace_engine/advanced_ui_component/swiperefresher/interfaces/swiperefresher.cpp:45-50 也采用 NAPI 模块注册模式，印证该代码块语义是 NAPI 初始化文件。由于文档源码锚点已经明确为 NapiInit.cpp，代码块注释写 native_init.cpp 的问题存在。,已将 /home/y/openharmony/docs/zh-cn/application-dev/ui/ndk-embed-arkts-components.md:220 的代码块文件名注释从 // native_init.cpp 修改为 // NapiInit.cpp。
