规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
0.30.1.3,检测 Markdown 文件中常识性错误检查,ts-custom-component-api.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-custom-component-api.md,getUIContext,,19,,未确认,P2,接口签名声明返回值始终为UIContext，但第31行返回值说明明确指出特定情况下会返回undefined，接口定义与返回值描述不一致。原建议删除undefined相关说明会丢失重要的生命周期风险信息，因此应在接口签名中补充undefined类型。,,getUIContext(): UIContext | undefined,getUIContext(): UIContext,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,否,interface文件common.d.ts第28112行明确签名为getUIContext(): UIContext，文档第19行必须与interface保持一致；第31行的undefined说明作为运行时生命周期注意事项保留，不将签名改为联合类型。,无需修改；保留文档第19行UIContext签名和第31行生命周期说明。
12.1.3.1,若接口/函数已废弃且存在替代接口或方案，检查文档中按固定句式给出了替代接口和替代方案。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,480,,未确认,P1,该枚举值已标记为deprecated，但说明仅包含废弃版本，缺少起始支持版本、具体替代接口名称和替代接口链接，也未明确说明无替代方案。,,| Middle<sup>(deprecated) </sup>   | 5 | 水平方向居中位置。<br/>**说明：** 从 API version 7开始支持，从API version 9开始废弃。建议使用[替代接口名称](替代接口链接)替代。 |,| Middle<sup>(deprecated) </sup>   | 5 | 水平方向居中位置。<br/> 从API version 9开始废弃。            |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/deprecated_interface_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证废弃接口/函数需按模板中的固定句式给出替代接口或替代方案,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
12.1.3.1,若接口/函数已废弃且存在替代接口或方案，检查文档中按固定句式给出了替代接口和替代方案。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,478,,未确认,P1,该枚举值已标记为deprecated，但说明仅包含废弃版本，缺少起始支持版本、具体替代接口名称和替代接口链接，也未明确说明无替代方案。,,| Baseline<sup>(deprecated) </sup> | 3 | 交叉轴方向文本基线位置。<br/>**说明：** 从 API version 7开始支持，从API version 9开始废弃。建议使用[替代接口名称](替代接口链接)替代。 |,| Baseline<sup>(deprecated) </sup> | 3 | 交叉轴方向文本基线位置。<br/> 从API version 9开始废弃。      |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/deprecated_interface_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证废弃接口/函数需按模板中的固定句式给出替代接口或替代方案,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
12.1.3.1,若接口/函数已废弃且存在替代接口或方案，检查文档中按固定句式给出了替代接口和替代方案。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,476,,未确认,P1,该枚举值已标记为deprecated，但说明仅包含废弃版本，缺少起始支持版本、具体替代接口名称和替代接口链接，也未明确说明无替代方案。,,| Center<sup>(deprecated) </sup>   | 1 | 竖直方向居中位置。<br/>**说明：** 从 API version 7开始支持，从API version 9开始废弃。建议使用[替代接口名称](替代接口链接)替代。 |,| Center<sup>(deprecated) </sup>   | 1 | 竖直方向居中位置。<br/> 从API version 9开始废弃。            |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/deprecated_interface_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证废弃接口/函数需按模板中的固定句式给出替代接口或替代方案,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
11.1.1.1,检查文档中提供的功能场景、特点描述是否全面，能解决哪些问题以及带来的收益是否完整。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,,,12,,未确认,P2,该句是文档标题后的全局说明，但仅介绍接口起始版本及版本标记方式，未说明本文档汇总的枚举所覆盖的主要能力范围、整体用途及适用的查阅场景，读者难以从概述中快速了解该文档能够提供什么信息以及何时需要查阅。,,本文档汇总ArkUI开发中用于布局、动画、输入事件、文本和图像等场景的公共枚举，供开发者查询枚举值的含义、适用能力和起始版本。本模块首批接口从API version 7开始支持，后续版本的新增接口采用上角标单独标记接口的起始版本。,本模块首批接口从API version 7开始支持，后续版本的新增接口，采用上角标单独标记接口的起始版本。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/11_1_1_1.md,体验,知识点完整,概念/功能/原理/场景描述完整,验证模块的定义、功能、使用场景、用法用途完整无缺失,是,模板ts-template.md第44-50行要求模块描述包含功能说明；原文档标题后只有版本说明，未说明本文档汇总内容和查询用途。,在文档第10行新增概述，说明本文档汇总ArkUI开发中的公共枚举及其查询用途。
20.2.1.1,起始版本说明：起始版本取接口第一段JSDoc的since 版本开源Kit：在模块起始版本后续新增的属性、方法、类、接口、枚举等，需要在右上角打上版本角标。后续新增的，废弃了，需要在右上角打上(deprecated)废弃标记，并在描述处包含起始版本和废弃版本说明。闭源Kit：每个接口和对象都需要包含起始版本说明，在模块起始版本后续新增的属性、方法参数、枚举值等，需要在表格的说明描述内包含起始版本说明。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,480,,未确认,P1,该废弃枚举值只声明了从API version 9开始废弃，未在废弃说明中体现起始版本；废弃标记还写为`<sup>(deprecated) </sup>`，在`(deprecated)`后包含多余空格。该枚举值未标注新增版本，按模块起始版本声明应从API version 7开始支持。,,| Middle<sup>(deprecated)</sup>   | 5 | 水平方向居中位置。<br/> 从API version 7开始支持，从API version 9开始废弃。            |,| Middle<sup>(deprecated) </sup>   | 5 | 水平方向居中位置。<br/> 从API version 9开始废弃。            |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/20_2_1_1.md,质量,内容规范性,文档写作格式规范,验证文档中版本号写作符合写作规范,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
20.2.1.1,起始版本说明：起始版本取接口第一段JSDoc的since 版本开源Kit：在模块起始版本后续新增的属性、方法、类、接口、枚举等，需要在右上角打上版本角标。后续新增的，废弃了，需要在右上角打上(deprecated)废弃标记，并在描述处包含起始版本和废弃版本说明。闭源Kit：每个接口和对象都需要包含起始版本说明，在模块起始版本后续新增的属性、方法参数、枚举值等，需要在表格的说明描述内包含起始版本说明。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,478,,未确认,P1,该废弃枚举值只声明了从API version 9开始废弃，未在废弃说明中体现起始版本；废弃标记还写为`<sup>(deprecated) </sup>`，在`(deprecated)`后包含多余空格。该枚举值未标注新增版本，按模块起始版本声明应从API version 7开始支持。,,| Baseline<sup>(deprecated)</sup> | 3 | 交叉轴方向文本基线位置。<br/> 从API version 7开始支持，从API version 9开始废弃。      |,| Baseline<sup>(deprecated) </sup> | 3 | 交叉轴方向文本基线位置。<br/> 从API version 9开始废弃。      |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/20_2_1_1.md,质量,内容规范性,文档写作格式规范,验证文档中版本号写作符合写作规范,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
20.2.1.1,起始版本说明：起始版本取接口第一段JSDoc的since 版本开源Kit：在模块起始版本后续新增的属性、方法、类、接口、枚举等，需要在右上角打上版本角标。后续新增的，废弃了，需要在右上角打上(deprecated)废弃标记，并在描述处包含起始版本和废弃版本说明。闭源Kit：每个接口和对象都需要包含起始版本说明，在模块起始版本后续新增的属性、方法参数、枚举值等，需要在表格的说明描述内包含起始版本说明。,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Edge,,476,,未确认,P1,该废弃枚举值只声明了从API version 9开始废弃，未在废弃说明中体现起始版本；废弃标记还写为`<sup>(deprecated) </sup>`，在`(deprecated)`后包含多余空格。该枚举值未标注新增版本，按模块起始版本声明应从API version 7开始支持。,,| Center<sup>(deprecated)</sup>   | 1 | 竖直方向居中位置。<br/> 从API version 7开始支持，从API version 9开始废弃。            |,| Center<sup>(deprecated) </sup>   | 1 | 竖直方向居中位置。<br/> 从API version 9开始废弃。            |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/20_2_1_1.md,质量,内容规范性,文档写作格式规范,验证文档中版本号写作符合写作规范,否,非本组,无需修改；恢复文档Edge枚举值原有说明。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Nullable\<T>,,1186,,未确认,P2,该类型声明位于普通正文中，不属于 Markdown 表格或代码区域，其中的管道符未转义，可能被 Markdown 解析为表格分隔符。,,type Nullable\<T> = T \| undefined,type Nullable\<T> = T | undefined,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,当前文档第1188行已写为“type Nullable\<T> = T \| undefined”，管道符已经转义，扫描原文已过期。,无需修改；保留文档第1188行现有转义写法。
0.30.1.7,检测 Markdown 文件中的Markdown语法规范问题,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,EdgeEffect,,495,,未确认,P2,该行两处换行标签使用了`<br />`，不符合统一使用`<br>`的明确要求。,,| Spring | 0 | 弹性物理动效，滑动到边缘后可以根据初始速度或通过触摸事件继续滑动一段距离，松手后回弹。<br>API version 22及之前版本，拖动滚动条，滚动组件的弹性物理动效不生效。<br>从API version 23开始，通过手指拖动滚动条，滚动组件的弹性物理动效可以生效。通过鼠标拖动滚动条，滚动组件的弹性物理动效不能生效。 |,| Spring | 0 | 弹性物理动效，滑动到边缘后可以根据初始速度或通过触摸事件继续滑动一段距离，松手后回弹。<br />API version 22及之前版本，拖动滚动条，滚动组件的弹性物理动效不生效。<br />从API version 23开始，通过手指拖动滚动条，滚动组件的弹性物理动效可以生效。通过鼠标拖动滚动条，滚动组件的弹性物理动效不能生效。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/markdown/SKILL.md,,,,,否,文档第497行的<br />是合法HTML换行标签；模板ts-template.md中同时使用<br/>等HTML换行形式，并未规定必须统一为<br>，不影响Markdown解析。,无需修改；保留文档第497行现有换行标签。
0.30.1.3,检测 Markdown 文件中常识性错误检查,ts-appendix-enums.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/arkui-ts/ts-appendix-enums.md,Nullable\<T>,,1198,,未确认,P2,根据类型声明“type Nullable\<T> = T | undefined”，T是未受约束的泛型类型参数，可以表示基本类型、对象类型或其他合法类型，并不等同于“自定义类型”。原说明错误缩小了Nullable可接受的类型范围。,,|  T   | 表示泛型参数T所指定的类型。 |,|  T   | 表示该类型声明的对象是自定义类型。 |,https://gitcode.com/BeicC/docs-prompt/blob/feature_use_local_pr_information/agentic-workflow/skills/common-sense/SKILL.md,,,,,是,interface文件enums.d.ts第4836行定义Nullable<T> = T | undefined，泛型T未限制为自定义类型；原正文和表格错误缩小了T的范围。,同步修改文档第1190行正文和第1200行表格，统一说明T表示泛型参数T所指定的类型。
