规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,备注,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,155,,未确认,P3,渲染后的链接文本“OH_ArkUI_NativeModule_AdoptChild”及“RenderNode”与相邻中文之间缺少空格。此问题基于可见文本的混排格式，而非 Markdown 链接地址本身。,,先通过 [OH_ArkUI_NativeModule_AdoptChild](./capi-native-node-h.md#oh_arkui_nativemodule_adoptchild) 接口使当前节点被其他节点接纳，再获取其 RenderNode。,先通过[OH_ArkUI_NativeModule_AdoptChild](./capi-native-node-h.md#oh_arkui_nativemodule_adoptchild)接口使得当前节点被其他节点接纳，然后再获取其RenderNode。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第155行链接文字和RenderNode前后已有空格。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,151,,未确认,P1,该句位于“可能原因”部分，却只是重复错误现象，未说明节点处于未接纳状态的具体原因或触发场景，无法帮助读者定位问题。,,获取 RenderNode 前，未通过 OH_ArkUI_NativeModule_AdoptChild 接口使该节点被其他节点接纳。,该节点未被接纳，不能获取其RenderNode。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,errorcode-node-render.md原第151行只重复错误现象；native_render.h第2104-2115行规定GetRenderNode的节点必须先被接纳，node_render_node_modifier.cpp第2301-2308行据IsAdopted返回106408。,将第151行可能原因改为调用GetRenderNode前未通过AdoptChild将节点接纳为附属节点。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,115,,未确认,P2,“获取得到”语义重复；“除了……不允许……”可改为“只允许……”以更直接地说明操作限制；RenderNode、FrameNode 与相邻中文之间也缺少空格。,,该 RenderNode 是从 FrameNode 获取的，只允许作为子节点执行上下树操作。,该RenderNode是从FrameNode获取得到的，除了作为子节点上下树，不允许其他操作。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第115行已直接说明仅允许作为子节点上下树，且术语前后有空格。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,111,,未确认,P2,“获取得到”语义重复，可精简为“获取”；RenderNode、FrameNode 与相邻中文之间也缺少空格。,,该 RenderNode 是从 FrameNode 获取的，此类节点不允许执行当前操作。,该RenderNode是从FrameNode获取得到的，此类节点不允许执行当前操作。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第111行已精简为“从FrameNode获取”，且术语前后有空格。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,83,,未确认,P2,“对应指针对应的”连续重复使用“对应”，表述冗余且不够流畅。,,排查传入的下标是否超出节点范围，或该指针指向的渲染节点是否存在子节点。,排查传入的下标是否超出节点范围，或对应指针对应的渲染节点是否存在子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第83行已明确ArkUI_RenderNodeHandle指针对应的渲染节点，无重复表述。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,65,,未确认,P2,同一类型在文档其他位置写作“RenderNode”，此处写作“renderNode”，大小写不一致，容易被理解为变量名；该术语与中文之间也缺少空格。,,接入渲染节点流程时，排查作为根节点的 RenderNode 是否已挂载至其他组件下。,接入渲染节点流程时，排查作为根节点的renderNode是否已挂载至其他组件下。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第65行使用统一术语RenderNode并保留空格。,无需修改。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,43,,未确认,P2,“render树”“子FrameNode或RenderNode”中的英文术语与中文之间均未使用空格，且“render树”采用中英文混合表达，不如“渲染树”清晰统一。,,开发者构造渲染树时，作为根节点的自定义节点已挂载子 FrameNode 或 RenderNode。,开发者构造render树时，作为根节点的自定义节点已挂载子FrameNode或RenderNode。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,是,errorcode-node-render.md原第43行使用“render树”，与文档中的RenderNode术语及中文语境不一致。,将第43行改为“构造渲染树”，并保留FrameNode、RenderNode与中文之间的空格。
18.1.1.1,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,29,,未确认,P2,“创建……节点作为……根节点类型”混淆了“节点”和“节点类型”：被创建并作为根节点使用的是节点，而不是节点类型。同时，英文术语与中文之间缺少空格。,,接入渲染节点流程时，创建一个 Custom 类型的 NDK 节点作为渲染节点的根节点。,接入渲染节点流程时，创建一个Custom类型的NDK节点作为渲染节点的根节点类型。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/18_1_1_1.md,体验,内容规范性,文档语言符合规范,验证文档符合风格指南中对清晰、简洁、具体、一致等维度的规范要求,否,当前errorcode-node-render.md第29行已明确NDK节点作为渲染节点根节点。,无需修改。
17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,101,,未确认,P1,可能原因是传入参数超出接口边界，但处理步骤只要求检查入参范围，没有要求将参数调整至接口允许的范围内。仅执行检查不能确保解决106405错误。,,检查接口允许的入参范围，并将参数值调整到该范围内。,检查接口调用的入参范围。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,是,errorcode-node-render.md原第101行只要求检查范围；errorcodes-template.md第18行要求处理步骤明确、具体、可执行。,将第101行改为检查接口允许的入参范围，并把参数调整到该范围内。
17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,83,,未确认,P1,该步骤只要求排查下标和子节点状态，没有明确说明发现下标越界或渲染节点不存在子节点后应如何调整。仅执行排查不能确保获取到对应的渲染子节点并解决106404错误。,,确认对应的渲染节点存在子节点，并将传入的下标修改为该节点的有效子节点下标。,排查传入的下标是否超出节点范围，或对应指针对应的渲染节点是否存在子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,是,errorcode-node-render.md原第83行只要求排查；native_render.h第443-458行说明GetChild按下标获取子节点并在子节点不存在时返回106404。,将第83行改为确认节点存在子节点，并把下标调整到有效子节点索引范围。
17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,65,,未确认,P1,可能原因是渲染节点已经挂载至其他组件下，但处理步骤仅要求排查挂载状态，没有说明应改用何种状态的渲染节点。开发者按此步骤只能确认原因，不能确保解决106403错误。,,接入渲染节点流程时，使用未挂载至其他组件下的renderNode作为根节点。,接入渲染节点流程时，排查作为根节点的renderNode是否已挂载至其他组件下。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,是,errorcode-node-render.md原第65行只排查挂载状态；native_render.h第297-315行说明AddRenderNode在RenderNode已有父节点时返回106403。,将第65行改为使用无父节点的RenderNode；已有父节点时先从原父节点移除。
17.1.1.1,根据错误码描述的可能原因，构造对应场景，验证可返回该错误码，再根据处理步骤操作，能解决报错场景的问题，若涉及权限申请，需按照文档中给出的，开发者可获取的方式进行申请,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,47,,未确认,P1,可能原因是作为根节点的自定义节点已经挂载子节点，但处理步骤仅要求排查是否存在子节点，没有说明确认存在后如何消除该状态。开发者按此步骤只能定位原因，不能确保解决106402错误。,,接入渲染节点流程时，使用未挂载子节点的自定义节点作为根节点。,接入渲染节点流程时，排查使用的自定义节点是否已存在子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/17_1_1_1.md,质量,内容准确实时,错误码说明正确,验证文档中描述的错误码ID、错误信息、错误描述、可能原因、处理步骤正确,是,errorcode-node-render.md原第47行只排查子节点；native_render.h第297-315行说明自定义根节点已有子节点时返回106402。,将第47行改为使用未挂载子节点的自定义节点；已有子节点时先移除。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,83,,未确认,P2,“节点范围”没有明确表示渲染节点的子节点索引范围，读者无法直接确定下标应与何种范围比较；“对应指针”也省略了具体指针名称，需要回溯上文才能确定是ArkUI_RenderNodeHandle指针。该句作为处理步骤，检查对象和检查范围均不够具体。,,排查传入的下标是否超出渲染节点的子节点索引范围，或ArkUI_RenderNodeHandle指针对应的渲染节点是否存在子节点。,排查传入的下标是否超出节点范围，或对应指针对应的渲染节点是否存在子节点。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,是,errorcode-node-render.md原第83行的“节点范围”和“该指针”不具体；native_render.h第443-458行明确对象是ArkUI_RenderNodeHandle和子节点下标。,在第83行写明ArkUI_RenderNodeHandle及有效子节点索引范围。
27.1.1.2,检查语言无模糊、晦涩抽象或者有歧义的表达。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,29,,未确认,P2,“作为渲染节点的根节点类型”存在修饰关系和语义搭配问题，既可被理解为该NDK节点充当渲染节点树的根节点，也可被理解为该节点仅用于指定根节点类型；同时，“节点作为类型”的搭配不准确，增加了读者理解节点层级关系的成本。,,接入渲染节点流程时，创建一个Custom类型的NDK节点作为渲染节点树的根节点。,接入渲染节点流程时，创建一个Custom类型的NDK节点作为渲染节点的根节点类型。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_2.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node-render.md第29行已明确节点作为根节点，不存在“节点作为类型”歧义。,无需修改。
27.1.1.1,每个步骤有清晰的执行主体（who），明确操作目的（why）、操作内容（what/how）、场景（when/where）。使用祈使句描述步骤，避免语句不通/啰嗦冗余/长句影响理解。,errorcode-node-render.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/errorcode-node-render.md,,,137,,未确认,P2,该句位于“处理步骤”中，但使用“应该释放”的建议性表述，未使用祈使句直接指示开发者执行释放操作，操作要求不够明确。,,当一个被接纳的节点被取消接纳时，释放从该节点获取的RenderNode。,当一个被接纳的节点被取消接纳时，应该释放从该节点获取的RenderNode。,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/27_1_1_1.md,体验,内容清晰性,语言描述清晰性,验证文档语言描述清晰，便于理解。,否,当前errorcode-node-render.md第137行已使用祈使式“释放…RenderNode”。,无需修改。
