仓库,文件,行号,规则,内容,traceId,uuid,责任PL,是否问题,确认结果,原因解释,修改方案
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node8h.md,15,Terminology Consistency,"❌**疑似检测出描述冗余问题**

错误原因：句首""定义""与句末""定义""重复，语义冗余，读起来为""定义……定义""。
建议修改为：
```suggestion
ArkUI native组件实例对象指针定义。
```",f7c109c7311443aa8af7631fea8519b2,3dcc2813-5e18-417d-9c20-4a7af24096e6,刘凯,,是,问题存在。目标文档/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node8h.md:15原句为“定义ArkUI native组件实例对象指针定义”，句首和句末重复“定义”。interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:96-101仅说明Defines the pointer to the ArkUI native component object并声明typedef struct ArkUI_Node* ArkUI_NodeHandle；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_model.h:40-44定义ArkUI_Node结构体。保留“ArkUI native组件实例对象指针定义”即可表达类型含义。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-node8h.md:15由“定义ArkUI native组件实例对象指针定义。”修改为“ArkUI native组件实例对象指针定义。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecontent8h.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性及描述冗余问题**

错误原因：
1. 描述中""ArkUI NodeContent""与标题/代码中的接口名`ArkUI_NodeContent`不一致，缺少下划线。
2. 句式""**定义**ArkUI NodeContent实例在Native侧的实例对象指针**定义**""首尾均出现""定义""，语义冗余。

建议修改为：
```suggestion
ArkUI_NodeContent在Native侧的实例对象指针定义。
```",f7c109c7311443aa8af7631fea8519b2,5f425ee3-3535-4d11-a445-b605fbf845c6,刘凯,,是,interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:73声明typedef struct ArkUI_NodeContent* ArkUI_NodeContentHandle；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_type.h:238也使用ArkUI_NodeContent。docs文件/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecontent8h.md:1标题为ArkUI_NodeContent*，:10代码块也使用ArkUI_NodeContentHandle；同一native_type索引/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-type-h.md:55应保持同一摘要。原概述写作ArkUI NodeContent且句首句尾均有“定义”，与接口名不一致且语义重复。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-nodecontent8h.md:15修改为“定义ArkUI_NodeContent在Native侧的实例对象指针。”；并同步将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-type-h.md:55的同名摘要修改为“定义ArkUI_NodeContent在Native侧的实例对象指针。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：标题 `ArkUI_RectShapeOption` 中 `RectShape` 的 `Rect` 为 Rectangle（矩形）的缩写，但中文描述写为""范围形状""，""范围""对应英文 Range，与 Rect（矩形）含义不一致。
建议修改为：
```suggestion 
定义矩形形状结构体。
```",f7c109c7311443aa8af7631fea8519b2,c7dd94da-614b-4f48-b6fe-1fb30084a929,刘凯,,是,interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:109明确说明ArkUI_RectShapeOption为Rectangle shape option，:113声明typedef struct ArkUI_RectShape ArkUI_RectShapeOption；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.h:60说明Defines the rect shape，:64-69结构体字段为left/right/top/bottom；实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:1617-1620创建ArkUI_RectShape，:1657-1664用x、y、width、height设置矩形边界。docs同模块/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:151-153、:2331、:2363均使用“矩形形状”。原docs第15行“范围形状结构体”将Rect误译为范围。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rectshapeoption.md:15修改为“定义矩形形状结构体。”；并同步将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:39的同名摘要修改为“矩形形状结构体。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：标题英文接口名为 `ArkUI_RenderContentModifierHandle`，其中 `RenderContentModifier` 对应中文应为""渲染内容修改器""，但当前描述""内容修改器""遗漏了 `Render`（渲染）的翻译，与英文接口名不一致。
建议修改为：
```suggestion 
定义渲染内容修改器指针。
```",f7c109c7311443aa8af7631fea8519b2,5bb0a53a-b882-41e4-8f69-0265b5a1a2bc,刘凯,,是,interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:60说明该类型为ArkUI native render content modifier，:64声明typedef struct ArkUI_RenderContentModifier* ArkUI_RenderContentModifierHandle；ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_render.h:60、:64保持同样声明，在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.h:31-33定义ArkUI_RenderContentModifier结构体，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:1138也创建ArkUI_RenderContentModifier。原docs第15行仅写“内容修改器指针”，漏掉Render对应的“渲染”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendercontentmodifierhandle.md:15修改为“定义渲染内容修改器指针。”；并同步将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:32的同名摘要修改为“渲染内容修改器指针。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文标题 `ArkUI_RenderNodeClipOption` 中包含 `RenderNode`，对应中文应为""渲染节点""，但描述仅写""节点""，遗漏了""渲染""，与英文不一致。
建议修改为：
```suggestion
定义渲染节点裁剪配置项。
```",f7c109c7311443aa8af7631fea8519b2,74153b57-0970-49e4-b16c-c6dfdd21a20a,刘凯,,是,interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_render.h:172说明ArkUI_RenderNodeClipOption为Render node clip option，:176声明typedef struct ArkUI_RenderNodeClipOption ArkUI_RenderNodeClipOption；同文件:1208说明SetClip是Apply a clip to a render node。ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.h:171-178定义ArkUI_RenderNodeClipOption结构体，在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/render_node.cpp:2013-2017实现SetClip并校验Render node or clip option。docs同模块/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:74-75、:112、:2966已使用“渲染节点裁剪”。原docs第15行“节点裁剪配置项”漏译Render。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-rendernodeclipoption.md:15修改为“定义渲染节点裁剪配置项。”；并同步将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md:48的同名摘要修改为“渲染节点裁剪配置项。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-systemfontstyleevent.md,15,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：英文接口名 `ArkUI_SystemFontStyleEvent` 中包含 ""Style""（样式），但中文描述""系统字体变更事件定义""缺少""样式""一词，与英文不一致。
建议修改为：
```suggestion
系统字体样式变更事件定义。
```",f7c109c7311443aa8af7631fea8519b2,88806a63-a880-4009-97be-f44d6ff1f5c2,刘凯,,是,interface在/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_type.h:2221说明该类型是system font style callback event的参数，:2225声明ArkUI_SystemFontStyleEvent；/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node.h:12597说明事件在system font style changes时回调，:12608-12609注册回调参数也使用ArkUI_SystemFontStyleEvent。ace_engine在/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_type.h:3100-3104保持同样声明，/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/node_utils.cpp:212-220注册SystemFontStyleChangeEvent，:234-241从事件读取fontSize/fontWeight；/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/frame_node_modifier.cpp:875-887创建ArkUI_SystemFontStyleEvent并处理字体大小、粗细变化。原docs第15行“系统字体变更事件定义”漏掉Style对应的“样式”。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-arkui-nativemodule-arkui-systemfontstyleevent.md:15修改为“系统字体样式变更事件定义。”；同步将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-type-h.md:70的类型摘要，以及/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-h.md:131-134、:2408、:2436、:2456、:2465、:2482、:2491中同一事件术语修改为“系统字体样式变更”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,65,Terminology Consistency,"❌**疑似检测出标点一致性问题**

错误原因：枚举项描述中，其他枚举项（ARKUI_NATIVE_NODE、ARKUI_NATIVE_DIALOG、ARKUI_NATIVE_GESTURE、ARKUI_MULTI_THREAD_NATIVE_NODE）均使用""接口类型，详见""（逗号连接），但此处使用""接口类型。详见""（句号连接），标点不一致。
建议修改为：
```suggestion
| ARKUI_NATIVE_ANIMATE = 3 | 动画相关接口类型，详见[native_animate.h](./capi-native-animate-h.md)中的[结构体](capi-native-animate-h.md#结构体)类型定义。 |
```",f7c109c7311443aa8af7631fea8519b2,7189ff56-6e6f-4460-9a82-c0c5d9ee9d2c,刘凯,,是,interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_interface.h:52、:54、:56、:58将ARKUI_NATIVE_NODE、ARKUI_NATIVE_DIALOG、ARKUI_NATIVE_GESTURE、ARKUI_NATIVE_ANIMATE作为同一枚举ArkUI_NativeAPIVariantKind下的Native API集合类型描述；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_impl.cpp:316、:345按ARKUI_NATIVE_ANIMATE分支返回ArkUI_NativeAnimateAPI_1；英文docs /home/y/openharmony/docs/en/application-dev/reference/apis-arkui/capi-native-interface-h.md:62-65四项均用“For details”承接。中文docs原/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:62-66中仅:65使用“接口类型。详见”，与同表其他枚举项“接口类型，详见”不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:65修改为“动画相关接口类型，详见[native_animate.h](./capi-native-animate-h.md)中的[结构体](capi-native-animate-h.md#结构体)类型定义。”
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,89,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：本文档概述及汇总表中统一使用""Native接口""（大写N），如""定义Native接口集合类型""、""获取指定类型的Native模块接口集合""，但此行参数描述中使用""native接口集合大类""（小写n），同一概念大小写不一致。同一文档中同一术语应保持统一写法。
建议修改为：
```suggestion
| [ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind) type | ArkUI提供的Native接口集合大类，例如UI组件接口类：ARKUI_NATIVE_NODE, 手势类：ARKUI_NATIVE_GESTURE。 |
```",f7c109c7311443aa8af7631fea8519b2,099db4c3-d43b-4e78-854f-3169f71574a8,刘凯,,是,interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_interface.h:69、:71将type参数解释为native API set；ace_engine对应公开头/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_interface.h:68、:70含义一致。中文docs概述/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:31写“Native接口集合类型”，函数汇总:37写“Native模块接口集合”，原参数说明:89写“native接口集合大类”，同一文档同一术语大小写不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:89中的“native接口集合大类”修改为“Native接口集合大类”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,90,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：本文档概述及汇总表中统一使用""Native接口""（大写N），但此行参数描述中使用""native接口结构体""（小写n），同一概念大小写不一致。同一文档中同一术语应保持统一写法。
建议修改为：
```suggestion
| const char* structName | Native接口结构体的名称，通过查询对应头文件内结构体定义，例如位于[native_node.h](./capi-native-node-h.md)中的""ArkUI_NativeNodeAPI_1""。 |
```",f7c109c7311443aa8af7631fea8519b2,253185e9-0882-4092-a619-5232660ff457,刘凯,,是,interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_interface.h:73、:74说明structName是对应头文件中native struct的名称；ace_engine公开头/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_interface.h:72、:73同样描述native struct。中文docs前文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:31、:37使用“Native接口集合”和“Native模块接口集合”，原参数说明:90写“native接口结构体”，同一术语大小写不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:90中的“native接口结构体”修改为“Native接口结构体”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,96,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：本文档概述及汇总表中统一使用""Native接口""（大写N），但此行返回值说明中使用""native接口抽象指针""（小写n），同一概念大小写不一致。同一文档中同一术语应保持统一写法。
建议修改为：
```suggestion
| void* | 返回Native接口抽象指针，在转换为具体类型后进行使用。 |
```",f7c109c7311443aa8af7631fea8519b2,a38434cc-f85b-464c-bdc4-66f7cd0a09b0,刘凯,,是,interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_interface.h:75说明返回值是abstract native API pointer；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_impl.cpp:308、:317、:345、:347按type返回具体Native API实现指针。中文docs前文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:31、:37使用“Native接口集合”和“Native模块接口集合”，原返回说明:96写“native接口抽象指针”，同一术语大小写不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:96中的“native接口抽象指针”修改为“Native接口抽象指针”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md,113,Terminology Consistency,"❌**疑似检测出术语一致性问题**

错误原因：本文档概述及汇总表中统一使用""Native接口""（大写N），但此行描述中使用""native接口抽象指针""（小写n），同一概念大小写不一致。同一文档中同一术语应保持统一写法。
建议修改为：
```suggestion
基于结构体类型获取对应结构体指针的宏函数。此宏函数接收[ArkUI_NativeAPIVariantKind](capi-native-interface-h.md#arkui_nativeapivariantkind)类型枚举参数nativeAPIVariantKind、const char\*类型参数structType、structType\*类型参数structPtr，调用[OH_ArkUI_QueryModuleInterfaceByName](#oh_arkui_querymoduleinterfacebyname)获取Native接口抽象指针，转换为structType\*类型后赋值给structPtr。
```",f7c109c7311443aa8af7631fea8519b2,8560486b-7ed7-4bc4-9a12-b08235636b80,刘凯,,是,interface宏声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_interface.h:124、:126通过OH_ArkUI_QueryModuleInterfaceByName获取anyNativeAPI并转换为structType指针；ace_engine公开头/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/native_interface.h:107、:109逻辑一致；实现入口/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_impl.cpp:308返回void* Native API实现指针。中文docs前文/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:31、:37以及已修正的:96使用“Native接口”，原宏说明:113写“native接口抽象指针”，同一术语大小写不一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-interface-h.md:113中的“native接口抽象指针”修改为“Native接口抽象指针”。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,45,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：汇总表中`OH_ArkUI_GetRouterPageName`的描述为""获取当前节点所在页面的名称""，但函数详细说明（第457行）为""获取当前节点所在Router页面的名称""。函数名包含""RouterPage""，汇总描述缺少""Router""限定词，与详细描述不一致。
建议修改为：
```suggestion
| [ArkUI_ErrorCode OH_ArkUI_GetRouterPageName(ArkUI_NodeHandle node, char* buffer, int32_t bufferSize, int32_t* writeLength)](#oh_arkui_getrouterpagename) | 获取当前节点所在Router页面的名称。 |
```",f7c109c7311443aa8af7631fea8519b2,4735d9cc-9014-4be3-9fbe-e763ae6b0531,刘凯,,是,docs汇总表原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:45写作“获取当前节点所在页面的名称”，同文件详细说明在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:457写作“获取当前节点所在Router页面的名称”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:298-299为OH_ArkUI_GetRouterPageName，返回说明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:293-294说明节点不在RouterPage会查询失败；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:530-547调用navigationAPI->getRouterPageName，说明该接口语义是Router页面名称。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:45修改为“获取当前节点所在Router页面的名称。”，与详细说明及接口语义保持一致。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,46,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：汇总表中`OH_ArkUI_GetRouterPagePath`的描述为""获取当前节点所在页面的Page组件的路径""，但函数详细说明（第486行）为""获取当前节点所在Router页面的路径""。函数名包含""RouterPage""，描述中""Page组件""与""Router页面""不一致，应以详细描述为准。
建议修改为：
```suggestion
| [ArkUI_ErrorCode OH_ArkUI_GetRouterPagePath(ArkUI_NodeHandle node, char* buffer, int32_t bufferSize, int32_t* writeLength)](#oh_arkui_getrouterpagepath) | 获取当前节点所在Router页面的路径。 |
```",f7c109c7311443aa8af7631fea8519b2,4bdb17ce-5e91-42db-ac06-257bd17a9588,刘凯,,是,docs汇总表原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:46写作“获取当前节点所在页面的Page组件的路径”，同文件详细说明在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:486写作“获取当前节点所在Router页面的路径”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:320-321为OH_ArkUI_GetRouterPagePath，返回说明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:315-316说明节点不在RouterPage会查询失败；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:550-567调用navigationAPI->getRouterPagePath，说明该接口语义是Router页面路径。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:46修改为“获取当前节点所在Router页面的路径。”，与详细说明及接口语义保持一致。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,47,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：汇总表中`OH_ArkUI_GetRouterPageState`的描述为""获取当前节点所在页面的Page组件的状态""，但函数详细说明（第515行）为""获取当前节点所在Router页面的状态""。函数名包含""RouterPage""，描述中""Page组件""与""Router页面""不一致，应以详细描述为准。
建议修改为：
```suggestion
| [ArkUI_ErrorCode OH_ArkUI_GetRouterPageState(ArkUI_NodeHandle node, ArkUI_RouterPageState* state)](#oh_arkui_getrouterpagestate) | 获取当前节点所在Router页面的状态。 |
```",f7c109c7311443aa8af7631fea8519b2,87db7fb6-b70c-46a5-b442-1baa349dcfdc,刘凯,,是,docs汇总表原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:47写作“获取当前节点所在页面的Page组件的状态”，同文件详细说明在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:515写作“获取当前节点所在Router页面的状态”，参数说明/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:525也写作“Router页面的状态值”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:334为OH_ArkUI_GetRouterPageState，返回说明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:330-331说明节点不在RouterPage会查询失败；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:570-590调用navigationAPI->getRouterPageState。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:47修改为“获取当前节点所在Router页面的状态。”，与详细说明及接口语义保持一致。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,48,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：汇总表中`OH_ArkUI_GetRouterPageId`的描述为""获取当前节点所在页面的Page组件的ID""，但函数详细说明（第542行）为""获取当前节点所在Router页面的ID""。函数名包含""RouterPage""，描述中""Page组件""与""Router页面""不一致，应以详细描述为准。
建议修改为：
```suggestion
| [ArkUI_ErrorCode OH_ArkUI_GetRouterPageId(ArkUI_NodeHandle node, char* buffer, int32_t bufferSize, int32_t* writeLength)](#oh_arkui_getrouterpageid) | 获取当前节点所在Router页面的ID。 |
```",f7c109c7311443aa8af7631fea8519b2,f9e68e03-f89c-4251-948e-a5a5dc44e534,刘凯,,是,docs汇总表原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:48写作“获取当前节点所在页面的Page组件的ID”，同文件详细说明在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:542写作“获取当前节点所在Router页面的ID”；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:355-356为OH_ArkUI_GetRouterPageId，返回说明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:350-351说明节点不在RouterPage会查询失败；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:593-610调用navigationAPI->getRouterPageId。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:48修改为“获取当前节点所在Router页面的ID。”，与详细说明及接口语义保持一致。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,52,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：汇总表中`OH_ArkUI_PostIdleCallback`的描述使用""距离下一个Vsync信号到来剩余时间""，但函数详细说明（第647行）使用""距离下一帧到来剩余时间""，参数描述（第659行）也使用""下一帧渲染后的剩余时间""。同一函数的汇总描述与详细描述/参数描述术语不一致。
建议修改为：
```suggestion
| [int32_t OH_ArkUI_PostIdleCallback(ArkUI_ContextHandle uiContext, void* userData,void (\*callback)(uint64_t nanoTimeLeft, uint32_t frameCount, void* userData))](#oh_arkui_postidlecallback) | 注册一个回调函数，在下一帧渲染结束后如果距离下一帧到来剩余时间大于1ms时，该回调函数将被执行；如果剩余时间小于1ms时，回调函数将被顺延至当某个下一帧的剩余时间大于1ms时再执行。如果当前没有下一帧，将自动请求下一帧。 |
```",f7c109c7311443aa8af7631fea8519b2,14ebc0b8-2b3f-44e8-9279-d8c0ca010538,刘凯,,是,docs汇总表原文在/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:52使用“距离下一个Vsync信号到来剩余时间”，但同文件详细说明/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:647使用“距离下一帧到来剩余时间”，参数说明/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:658-659也围绕下一帧剩余时间描述；interface声明/home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:399-416描述为下一空闲帧结束执行并将nanoTimeLeft解释为当前帧结束前剩余时间；ace_engine实现/home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:638-653转调postIdleCallback，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/interfaces/native/node/node_api.cpp:2101-2105将回调加入AddFrameCallback，/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/pipeline_ng/pipeline_context.cpp:6129-6141按deadline-currentTime剩余时间触发或顺延，与详细说明的“下一帧”表述一致。,已将/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:52中的“距离下一个Vsync信号到来剩余时间”修改为“距离下一帧到来剩余时间”，与详细说明及参数说明保持一致。
openharmony/docs,zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md,446,Terminology Consistency,"❌**疑似检测出中英文一致性问题**

错误原因：`OH_ArkUI_GetRouterPageIndex`是Router相关函数，但返回值说明中`ARKUI_ERROR_CODE_GET_INFO_FAILED`的描述为""查询信息失败，可能因为当前节点不在Navigation中""，此处""Navigation""与函数名中的""Router""不一致，应为Router相关描述。疑似从Navigation相关函数复制时未修改。
建议修改为：
```suggestion
| [ArkUI_ErrorCode](capi-native-type-h.md#arkui_errorcode) | 错误码。<br>[ARKUI_ERROR_CODE_NO_ERROR](capi-native-type-h.md#arkui_errorcode) 成功。<br> [ARKUI_ERROR_CODE_PARAM_INVALID](capi-native-type-h.md#arkui_errorcode) 指定的节点或传递的索引异常。<br>[ARKUI_ERROR_CODE_GET_INFO_FAILED](capi-native-type-h.md#arkui_errorcode) 查询信息失败，可能因为当前节点不在Router页面栈中。 |
```",f7c109c7311443aa8af7631fea8519b2,c6eb1167-9d26-481c-9210-7f7a041e9c53,刘凯,,否,当前文档不存在检测项所述的“Navigation”误写：/home/y/openharmony/docs/zh-cn/application-dev/reference/apis-arkui/capi-native-node-napi-h.md:430 描述为“Router页面栈”，:446 的 GET_INFO_FAILED 说明为“当前节点未挂载在页面下”。interface 中 /home/y/openharmony/interface/sdk_c/arkui/ace_engine/native/native_node_napi.h:266-274 声明该接口获取 Router page stack 索引，失败原因是 node is not in RouterPage。ace_engine 中 /home/y/openharmony/foundation/arkui/ace_engine/interfaces/native/node/native_node_napi.cpp:520-524 调用 getRouterPageIndex 并在失败时返回 GET_INFO_FAILED；/home/y/openharmony/foundation/arkui/ace_engine/frameworks/core/components_ng/base/observer_handler.cpp:581-587 向上查找 PAGE_ETS_TAG，找不到页面节点返回空，与 docs 当前“未挂载在页面下”一致。,无需修改文档；当前文档已使用 Router/页面挂载相关表述，未出现检测项中的 Navigation 描述。
