规则编号,规则名称,文档名称,文档地址,API名称,所属父类,问题位置（行号）,问题状态,严重程度,问题描述,备注,修改建议,问题原文,规则提示词,质量维度,一级指标,二级指标,评估内容（测试点）,是否是问题,原因,修改方案
12.2.2.1,若参数取值有限制，检查文档中是否描述参数的取值范围，以及不在取值范围内的传参会有什么表现。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetShadowElevation,native_render.h,1228,未确认,P1,OH_ArkUI_RenderNodeUtils_SetShadowElevation()的返回说明包含[ARKUI_ERROR_CODE_PARAM_OUT_OF_RANGE]“参数超出范围”，说明参数“elevation”存在取值限制，但参数说明只给出用途和默认值，未说明具体合法范围或限制。,,| float elevation | 高度值。<br/>默认值：0。取值范围请补充为接口实际支持范围；超出范围时返回[ARKUI_ERROR_CODE_PARAM_OUT_OF_RANGE](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode)。 |,| float elevation | 高度值。<br/>默认值：0。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_range_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,"render_node.cpp第748-757行明确elevation小于0时返回PARAM_OUT_OF_RANGE；修复前文档第1228行未说明合法范围[0, +∞)及负值后果，因此是问题。","已修改capi-native-render-h.md第1236、1244行：第1236行函数描述仅保留设置阴影高度的功能说明；第1244行参数表补充elevation的[0, +∞)取值范围、px单位、默认值及负值返回ARKUI_ERROR_CODE_PARAM_OUT_OF_RANGE。总览描述与正文首段保持一致。"
12.2.2.1,若参数取值有限制，检查文档中是否描述参数的取值范围，以及不在取值范围内的传参会有什么表现。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetPivot,native_render.h,857,未确认,P2,参数“y”已说明标准取值范围为0.0-1.0，属于有取值范围说明的数值参数，但未说明边界值是否包含，也未说明超出该标准范围时的表现或错误处理；该函数返回说明中也未列出参数超出范围相关错误码。,,| float y | 中心点的Y坐标（标准取值范围：0.0-1.0，包含0.0和1.0）。<br/>默认值：0.5。超出标准取值范围时的处理方式请按接口实际行为补充说明。 |,| float y | 中心点的Y坐标（标准取值范围：0.0-1.0）。<br/>默认值：0.5。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_range_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,render_node.cpp第519-532行对pivot值不做范围校验；修复前文档第857行只写“标准取值范围0.0-1.0”，未说明端点包含关系和超范围行为。,"已修改capi-native-render-h.md第871行：明确Y轴中心点标准范围[0.0, 1.0]、超出范围仍按传入值设置及默认值0.5。"
12.2.2.1,若参数取值有限制，检查文档中是否描述参数的取值范围，以及不在取值范围内的传参会有什么表现。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetPivot,native_render.h,856,未确认,P2,参数“x”已说明标准取值范围为0.0-1.0，属于有取值范围说明的数值参数，但未说明边界值是否包含，也未说明超出该标准范围时的表现或错误处理；该函数返回说明中也未列出参数超出范围相关错误码。,,| float x | 中心点的X坐标（标准取值范围：0.0-1.0，包含0.0和1.0）。<br/>默认值：0.5。超出标准取值范围时的处理方式请按接口实际行为补充说明。 |,| float x | 中心点的X坐标（标准取值范围：0.0-1.0）。<br/>默认值：0.5。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_range_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,render_node.cpp第519-532行对pivot值不做范围校验；修复前文档第856行只写“标准取值范围0.0-1.0”，未说明端点包含关系和超范围行为。,"已修改capi-native-render-h.md第870行：明确X轴中心点标准范围[0.0, 1.0]、超出范围仍按传入值设置及默认值0.5。"
12.2.2.1,若参数取值有限制，检查文档中是否描述参数的取值范围，以及不在取值范围内的传参会有什么表现。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetChild,native_render.h,453,未确认,P2,参数“index”是索引类参数，存在有效取值范围限制。原说明仅说明从零开始，未明确上界为子节点数量减1；虽然返回说明中列出了未找到子节点的错误码，但参数说明本身未直接说明索引越界时的处理表现。,,"| int32_t index | 子节点的从零开始的索引，取值范围为[0, 子节点数量-1]。索引越界时返回[ARKUI_ERROR_CODE_RENDER_CHILD_NOT_EXIST](capi-arkui-nativemodule-arkui-error-code-h.md#arkui_errorcode)。 |",| int32_t index | 子节点的从零开始的索引。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_value_range_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,render_node.cpp第245-248行对负索引返回PARAM_INVALID，node_render_node_modifier.cpp第666-669行对超过上界的索引返回RENDER_CHILD_NOT_EXIST；修复前文档第453行只写“从零开始”。,"已修改capi-native-render-h.md第459行：在index参数表中补充[0, 子节点数量-1]取值范围，并分别说明index小于0时返回ARKUI_ERROR_CODE_PARAM_INVALID、index大于等于子节点数量时返回ARKUI_ERROR_CODE_RENDER_CHILD_NOT_EXIST；第66、451行的总览描述与函数说明首段仍完全一致。"
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRenderNodeMaskOptionStrokeColor,native_render.h,2928,未确认,P2,strokeColor为uint32_t颜色参数，但说明未给出ARGB等颜色数据格式，参数说明不完整。,,| uint32_t strokeColor | 遮罩的描边颜色，ARGB颜色值（32位无符号整数）。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t strokeColor | 遮罩的描边颜色。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1992-2001行将strokeColor交给Drawing::Color::SetColorQuad；graphic_2d color.h第92-112行明确该32位值从高到低依次读取Alpha、红、绿、蓝通道。修复前文档第2928行仅写“遮罩的描边颜色”，未说明0xAARRGGBB格式，因此是问题。,已在文档第3014行修改为“uint32_t strokeColor；遮罩的描边颜色，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRenderNodeMaskOptionFillColor,native_render.h,2911,未确认,P2,fillColor为uint32_t颜色参数，说明未说明颜色值格式、通道顺序或字节布局，开发者无法明确如何构造颜色值。,,| uint32_t fillColor | 遮罩的填充颜色，ARGB颜色值（32位无符号整数）。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t fillColor | 遮罩的填充颜色。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第2004-2008行将fillColor交给Drawing::Color::SetColorQuad；graphic_2d color.h第92-112行明确该32位值从高到低依次读取Alpha、红、绿、蓝通道。修复前文档第2911行仅写“遮罩的填充颜色”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2997行修改为“uint32_t fillColor；遮罩的填充颜色，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetNodeBorderColorOptionEdgeColor,native_render.h,2521,未确认,P2,edgeColor为uint32_t颜色参数，但说明未说明颜色值的数据格式或ARGB字节布局，属于需要特定格式但未给出格式说明。,,| uint32_t edgeColor | 节点边框颜色的边缘颜色值，ARGB颜色值（32位无符号整数）。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t edgeColor | 节点边框颜色的边缘颜色值。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1418-1432行将四边颜色传给RSNode::SetBorderColor；graphic_2d rs_node.cpp第1811-1815行使用Color::FromArgbInt解析颜色，rs_color.cpp第286-289行明确最高8位为Alpha并按ARGB顺序转换。修复前文档第2521行仅写“节点边框颜色的边缘颜色值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2587行修改为“uint32_t edgeColor；节点边框的边缘颜色值，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetContentModifierOnDraw,native_render.h,2317,未确认,P2,callback是回调函数参数，说明仅描述其用途，未说明回调参数context和userData的含义；虽然签名已在参数项中出现，但说明列仍缺少回调参数解释。,,"| void (callback)([ArkUI_DrawContext](capi-arkui-nativemodule-arkui-drawcontext.md) context, void* userData) | 绘制事件接收回调，用于在内容修改器绘制时执行自定义绘制逻辑。回调参数context表示绘制上下文，userData表示调用OH_ArkUI_RenderNodeUtils_SetContentModifierOnDraw时传入的自定义数据。 |","| void (callback)([ArkUI_DrawContext](capi-arkui-nativemodule-arkui-drawcontext.md) context, void* userData) | 绘制事件接收回调。 |",https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,否,修复前文档第2316行已说明userData是传给回调的自定义数据，第2317行已说明callback是绘制事件回调；native_render.h第1686-1688行也分别说明modifier、userData和callback的含义，因此不存在本规则所述参数含义缺失。真实问题是第2317行回调签名漏写星号，对应数据行220、233、239。,"不按本条重复扩写参数含义；文档第2373行仅结合数据行220、233、239的真实签名问题改为void (*callback)(ArkUI_DrawContext* context, void* userData)，并保留便于阅读的回调入参说明。"
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetColorAnimatablePropertyValue,native_render.h,2278,未确认,P2,参数value用于接收可动画颜色属性值，但说明未给出颜色值格式和字节布局，返回值含义不够完整。,,| uint32_t* value | 用于接收可动画颜色属性ARGB颜色值的指针。颜色值为32位无符号整数，字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t* value | 用于接收属性值的指针。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1969-1981行通过RSColor::AsArgbInt输出颜色；graphic_2d rs_color.cpp第268-283行明确将Alpha、红、绿、蓝分别写入第24-31、16-23、8-15、0-7位。修复前文档第2278行仅写“用于接收属性值的指针”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2332行修改为“uint32_t* value；用于接收ARGB颜色值的指针。颜色值格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetColorAnimatablePropertyValue,native_render.h,2256,未确认,P2,参数value用于设置可动画颜色属性值，但说明未明确这是ARGB颜色值，也未说明uint32_t颜色值的数据格式。,,| uint32_t value | 要设置的可动画颜色属性ARGB颜色值（32位无符号整数）。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t value | 属性值。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1953-1966行使用RSColor::FromArgbInt解析传入颜色；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2256行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2310行修改为“uint32_t value；要设置的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateColorAnimatableProperty,native_render.h,2234,未确认,P2,参数value用于创建可动画的颜色属性，但说明仅写“属性值”，未说明颜色值的ARGB格式、字节布局和用途。,,| uint32_t value | 可动画颜色属性的ARGB颜色值（32位无符号整数），用于初始化可动画颜色属性。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t value | 属性值。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1944-1950行使用RSColor::FromArgbInt初始化可动画颜色属性；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2234行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2288行修改为“uint32_t value；用于初始化可动画颜色属性的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_GetColorPropertyValue,native_render.h,2032,未确认,P2,参数value用于接收颜色属性值，但说明未说明接收值为ARGB颜色值，也未说明uint32_t颜色数据格式，开发者难以正确解析返回值。,,| uint32_t* value | 用于接收颜色属性ARGB颜色值的指针。颜色值为32位无符号整数，字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t* value | 用于接收属性值的指针。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1847-1859行通过RSColor::AsArgbInt输出颜色；graphic_2d rs_color.cpp第268-283行明确将Alpha、红、绿、蓝分别写入第24-31、16-23、8-15、0-7位。修复前文档第2032行仅写“用于接收属性值的指针”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2080行修改为“uint32_t* value；用于接收ARGB颜色值的指针。颜色值格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetColorPropertyValue,native_render.h,2010,未确认,P2,参数value用于设置颜色属性值，说明仅写“属性值”，未说明uint32_t颜色值的数据格式或ARGB字节布局，参数说明不完整。,,| uint32_t value | 要设置的颜色属性ARGB颜色值（32位无符号整数）。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t value | 属性值。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1831-1844行使用RSColor::FromArgbInt解析传入颜色；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2010行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2058行修改为“uint32_t value；要设置的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.1.1,检查文档中关于参数的含义/功能等信息描述是否完整，例如有些方法/函数需要开发者了解具体采用的数据格式，则应给出数据格式说明。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateColorProperty,native_render.h,1988,未确认,P2,参数value用于创建颜色属性，类型为uint32_t颜色值，但说明仅写“属性值”，未说明该颜色值的数据格式、字节布局和用途，开发者无法明确应按何种格式传入颜色。,,| uint32_t value | 颜色属性的ARGB颜色值（32位无符号整数），用于初始化颜色属性。颜色字节布局：位24-31为Alpha通道，位16-23为红色通道，位8-15为绿色通道，位0-7为蓝色通道。 |,| uint32_t value | 属性值。 |,https://gitcode.com/BeicC/docs-prompt/blob/master/wait-for-confirm/parameter_description_completeness_check.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证参数的含义/功能、使用场景、使用后效果提供完整,是,ace_engine node_render_node_modifier.cpp第1822-1828行使用RSColor::FromArgbInt初始化颜色属性；graphic_2d rs_color.cpp第286-289行明确最高8位为Alpha并按ARGB顺序转换。修复前文档第1988行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2036行修改为“uint32_t value；用于初始化颜色属性的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRenderNodeMaskOptionStrokeColor,native_render.h,2928,未确认,P1,该参数是uint32_t颜色值，但未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t strokeColor | 遮罩的描边颜色，ARGB颜色值（32位无符号整数）。 |,| uint32_t strokeColor | 遮罩的描边颜色。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第1992-2001行将strokeColor交给Drawing::Color::SetColorQuad；graphic_2d color.h第92-112行明确该32位值从高到低依次读取Alpha、红、绿、蓝通道。修复前文档第2928行仅写“遮罩的描边颜色”，未说明0xAARRGGBB格式，因此是问题。,已在文档第3014行修改为“uint32_t strokeColor；遮罩的描边颜色，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetRenderNodeMaskOptionFillColor,native_render.h,2911,未确认,P1,该参数是uint32_t颜色值，但未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t fillColor | 遮罩的填充颜色，ARGB颜色值（32位无符号整数）。 |,| uint32_t fillColor | 遮罩的填充颜色。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第2004-2008行将fillColor交给Drawing::Color::SetColorQuad；graphic_2d color.h第92-112行明确该32位值从高到低依次读取Alpha、红、绿、蓝通道。修复前文档第2911行仅写“遮罩的填充颜色”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2997行修改为“uint32_t fillColor；遮罩的填充颜色，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetNodeBorderColorOptionEdgeColor,native_render.h,2521,未确认,P1,该参数是uint32_t颜色值，但未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t edgeColor | 节点边框颜色的边缘颜色值，ARGB颜色值（32位无符号整数）。 |,| uint32_t edgeColor | 节点边框颜色的边缘颜色值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第1418-1432行将四边颜色传给RSNode::SetBorderColor；graphic_2d rs_node.cpp第1811-1815行使用Color::FromArgbInt解析颜色，rs_color.cpp第286-289行明确最高8位为Alpha并按ARGB顺序转换。修复前文档第2521行仅写“节点边框颜色的边缘颜色值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2587行修改为“uint32_t edgeColor；节点边框的边缘颜色值，ARGB格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetColorAnimatablePropertyValue,native_render.h,2256,未确认,P1,该参数用于设置可动画的颜色属性值，类型为uint32_t，但仅描述为“属性值”，未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t value | ARGB颜色值（32位无符号整数）。 |,| uint32_t value | 属性值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第1953-1966行使用RSColor::FromArgbInt解析传入颜色；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2256行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2310行修改为“uint32_t value；要设置的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_CreateColorAnimatableProperty,native_render.h,2234,未确认,P1,该参数用于创建可动画的颜色属性，类型为uint32_t，但仅描述为“属性值”，未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t value | ARGB颜色值（32位无符号整数）。 |,| uint32_t value | 属性值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第1944-1950行使用RSColor::FromArgbInt初始化可动画颜色属性；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2234行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2288行修改为“uint32_t value；用于初始化可动画颜色属性的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
12.2.2.4,参考需求设计说明书，检查文档中是否说明参数取值原则，如参数取值存在某些隐含规则、参数需要为某个值才能实现某个场景。,capi-native-render-h.md,https://gitcode.com/openharmony/docs/blob/master/zh-cn/application-dev/reference/apis-arkui/capi-native-render-h.md,OH_ArkUI_RenderNodeUtils_SetColorPropertyValue,native_render.h,2010,未确认,P1,该参数用于设置颜色属性值，类型为uint32_t，但仅描述为“属性值”，未说明颜色值应采用的格式或通道布局；同文档其他颜色参数已说明ARGB颜色值，当前描述缺少必要取值原则。,,| uint32_t value | ARGB颜色值（32位无符号整数）。 |,| uint32_t value | 属性值。 |,https://gitcode.com/openharmony_docs_ai/docs_review_platform/blob/main/docs_prompt/12_2_2_4.md,体验,知识点完整,API接口/方法/参数/错误码/权限等完整,验证文档中参数的取值说明、使用建议、注意事项提供完整,是,ace_engine node_render_node_modifier.cpp第1831-1844行使用RSColor::FromArgbInt解析传入颜色；graphic_2d rs_color.cpp第268-289行明确该值采用Alpha、红、绿、蓝依次占据第24-31、16-23、8-15、0-7位的ARGB布局。修复前文档第2010行仅写“属性值”，未说明0xAARRGGBB格式，因此是问题。,已在文档第2058行修改为“uint32_t value；要设置的ARGB颜色值，格式为0xAARRGGBB，其中A、R、G、B分别表示Alpha、红、绿、蓝通道”。
